Format Version,1.21,Take Name,Run_4_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.48.42 AM,Total Frames in Take,6333,Total Exported Frames,6333,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103,Unlabeled:104,Unlabeled:104,Unlabeled:104,Unlabeled:107,Unlabeled:107,Unlabeled:107
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E35706B","8392B20CF49E35706B","8392B20CF49E35706B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
167,1.391667,-0.069897,0.413951,-0.007715,-0.017976,1.025025,0.021773,1.865007,0.017981,0.351886,,,,,,,,,
168,1.400000,-0.069965,0.413901,-0.006357,-0.017977,1.025029,0.021768,1.864942,0.018024,0.351904,,,,,,,,,
169,1.408333,-0.069707,0.413908,-0.005245,-0.017988,1.025024,0.021772,1.864916,0.018053,0.351916,,,,,,,,,
170,1.416667,-0.069676,0.413510,-0.003452,-0.017985,1.025020,0.021773,1.864931,0.018044,0.351914,,,,,,,,,
171,1.425000,-0.069246,0.413459,-0.002047,-0.017988,1.025017,0.021781,1.864902,0.018040,0.351916,,,,,,,,,
172,1.433333,-0.068859,0.413303,-0.000721,-0.017976,1.025015,0.021773,1.864961,0.018015,0.351901,,,,,,,,,
173,1.441667,-0.068314,0.413264,0.000999,-0.017984,1.025014,0.021778,1.864956,0.018009,0.351902,,,,,,,,,
174,1.450000,-0.067855,0.413395,0.002555,-0.017982,1.025017,0.021786,1.864923,0.018018,0.351908,,,,,,,,,
175,1.458333,-0.067373,0.413199,0.004232,-0.017987,1.025016,0.021776,1.864945,0.018015,0.351905,,,,,,,,,
176,1.466667,-0.067035,0.413111,0.005691,-0.017990,1.025017,0.021778,1.864934,0.018007,0.351902,,,,,,,,,
177,1.475000,-0.066347,0.412977,0.007881,-0.017985,1.025017,0.021777,1.864979,0.018006,0.351894,,,,,,,,,
178,1.483333,-0.065643,0.412773,0.009599,-0.017983,1.025028,0.021774,1.864944,0.018005,0.351902,,,,,,,,,
179,1.491667,-0.064886,0.412765,0.011254,-0.017975,1.025016,0.021773,1.864895,0.018038,0.351919,,,,,,,,,
180,1.500000,-0.064066,0.412794,0.013105,-0.017980,1.025021,0.021776,1.865012,0.017969,0.351881,,,,,,,,,
181,1.508333,-0.063361,0.412782,0.014941,-0.017984,1.025020,0.021779,1.864967,0.017978,0.351890,,,,,,,,,
182,1.516667,-0.062498,0.412724,0.016624,-0.017983,1.025018,0.021773,1.864970,0.017980,0.351890,,,,,,,,,
183,1.525000,-0.061481,0.412537,0.018685,-0.017984,1.025027,0.021766,1.864896,0.018030,0.351914,,,,,,,,,
184,1.533333,-0.060516,0.412577,0.020494,-0.017988,1.025020,0.021766,1.864991,0.017986,0.351888,,,,,,,,,
185,1.541667,-0.059554,0.412584,0.022241,-0.017986,1.025016,0.021769,1.864979,0.017996,0.351893,,,,,,,,,
186,1.550000,-0.058435,0.412545,0.024304,-0.017989,1.025018,0.021773,1.864987,0.017981,0.351888,,,,,,,,,
187,1.558333,-0.057274,0.412497,0.026138,-0.017984,1.025014,0.021770,1.864948,0.018004,0.351902,,,,,,,,,
188,1.566667,-0.056204,0.412460,0.027967,-0.017988,1.025013,0.021772,1.865023,0.017948,0.351873,,,,,,,,,
189,1.575000,-0.055077,0.412512,0.030020,-0.017992,1.025012,0.021779,1.864936,0.018017,0.351906,,,,,,,,,
190,1.583333,-0.053757,0.412475,0.031816,-0.017987,1.025014,0.021777,1.864944,0.018008,0.351903,,,,,,,,,
191,1.591667,-0.053036,0.411991,0.033475,-0.017940,1.024963,0.021755,1.864953,0.018014,0.351904,,,,,,,,,
192,1.600000,-0.051446,0.412693,0.035482,-0.017985,1.025008,0.021775,1.864958,0.018005,0.351899,,,,,,,,,
193,1.608333,-0.050055,0.412904,0.037202,-0.017986,1.025006,0.021777,1.864894,0.018037,0.351917,,,,,,,,,
194,1.616667,-0.048843,0.413000,0.039010,-0.017985,1.025012,0.021774,1.864917,0.018037,0.351912,,,,,,,,,
195,1.625000,-0.047574,0.413248,0.040901,-0.017985,1.025026,0.021779,1.864948,0.018017,0.351903,,,,,,,,,
196,1.633333,-0.046175,0.413151,0.042672,-0.017993,1.025009,0.021778,1.864938,0.018009,0.351903,,,,,,,,,
197,1.641667,-0.044766,0.413150,0.044781,-0.017985,1.025003,0.021772,1.865058,0.017956,0.351868,,,,,,,,,
198,1.650000,-0.043465,0.413035,0.046795,-0.017986,1.025010,0.021770,1.864878,0.018047,0.351924,,,,,,,,,
199,1.658333,-0.042087,0.412849,0.048816,-0.017994,1.025018,0.021774,1.864949,0.018014,0.351902,,,,,,,,,
200,1.666667,-0.040722,0.412970,0.050942,-0.018002,1.025034,0.021737,1.864965,0.018005,0.351896,,,,,,,,,
201,1.675000,-0.039335,0.413098,0.053165,-0.017991,1.025009,0.021770,1.864953,0.017995,0.351900,,,,,,,,,
202,1.683333,-0.037858,0.413058,0.055214,-0.017947,1.024966,0.021753,1.864937,0.018027,0.351907,,,,,,,,,
203,1.691667,-0.036570,0.413379,0.057278,-0.017999,1.025004,0.021778,1.865005,0.017981,0.351887,,,,,,,,,
204,1.700000,-0.035382,0.413682,0.059207,-0.017991,1.024999,0.021774,1.864926,0.018028,0.351912,,,,,,,,,
205,1.708333,-0.034091,0.413925,0.061296,-0.017987,1.024999,0.021779,1.864950,0.018027,0.351904,,,,,,,,,
206,1.716667,-0.032692,0.414626,0.063359,-0.017992,1.024998,0.021780,1.864924,0.018008,0.351904,,,,,,,,,
207,1.725000,-0.031569,0.415116,0.065445,-0.017998,1.025001,0.021784,1.864949,0.018005,0.351899,,,,,,,,,
208,1.733333,-0.030349,0.415831,0.067633,-0.018004,1.024994,0.021780,1.864923,0.018005,0.351902,,,,,,,,,
209,1.741667,-0.029251,0.416580,0.069866,-0.017990,1.025002,0.021780,1.864975,0.018002,0.351894,,,,,,,,,
210,1.750000,-0.028131,0.416984,0.072050,-0.017987,1.024986,0.021779,1.864912,0.018035,0.351914,,,,,,,,,
211,1.758333,-0.026991,0.417645,0.074417,-0.017979,1.024993,0.021772,1.864981,0.017990,0.351891,,,,,,,,,
212,1.766667,-0.026294,0.418173,0.076657,-0.017972,1.024995,0.021778,1.864889,0.018044,0.351921,,,,,,,,,
213,1.775000,-0.025469,0.418591,0.079136,-0.017979,1.024987,0.021777,1.864883,0.018040,0.351920,,,,,,,,,
214,1.783333,-0.024685,0.419395,0.081628,-0.017987,1.024989,0.021779,1.864872,0.018044,0.351923,,,,,,,,,
215,1.791667,-0.024200,0.419887,0.084197,-0.017986,1.024987,0.021782,1.864936,0.018024,0.351908,,,,,,,,,
216,1.800000,-0.023805,0.420564,0.086663,-0.017993,1.025000,0.021781,1.864995,0.017987,0.351888,,,,,,,,,
217,1.808333,-0.023667,0.421045,0.088850,-0.017985,1.024999,0.021781,1.864912,0.018036,0.351913,,,,,,,,,
218,1.816667,-0.023773,0.421945,0.091502,-0.017990,1.024987,0.021773,1.864901,0.018047,0.351917,,,,,,,,,
219,1.825000,-0.023726,0.422548,0.094115,-0.017988,1.024988,0.021780,1.864912,0.018027,0.351914,,,,,,,,,
220,1.833333,-0.024129,0.423410,0.096214,-0.017997,1.024985,0.021778,1.864926,0.018028,0.351909,,,,,,,,,
221,1.841667,-0.024501,0.424219,0.098783,-0.017999,1.024996,0.021776,1.864923,0.018038,0.351911,,,,,,,,,
222,1.850000,-0.025307,0.424958,0.100890,-0.018004,1.024998,0.021779,1.864929,0.018021,0.351907,,,,,,,,,
223,1.858333,-0.026107,0.425924,0.103348,-0.018002,1.025005,0.021786,1.864997,0.017987,0.351887,,,,,,,,,
224,1.866667,-0.026963,0.426760,0.105487,-0.018000,1.024985,0.021772,1.864875,0.018056,0.351926,,,,,,,,,
225,1.875000,-0.028384,0.427009,0.107240,-0.017994,1.024987,0.021779,1.864998,0.018000,0.351891,,,,,,,,,
226,1.883333,-0.029842,0.428476,0.109478,-0.017986,1.024986,0.021777,1.864879,0.018019,0.351916,,,,,,,,,
227,1.891667,-0.031693,0.429292,0.111641,-0.017989,1.024990,0.021776,1.865043,0.017957,0.351872,,,,,,,,,
228,1.900000,-0.033919,0.429814,0.113375,-0.017997,1.024980,0.021785,1.864920,0.018023,0.351909,,,,,,,,,
229,1.908333,-0.036451,0.430637,0.115132,-0.018003,1.024976,0.021783,1.865005,0.017965,0.351882,,,,,,,,,
230,1.916667,-0.039080,0.431222,0.116541,-0.018000,1.024980,0.021780,1.864954,0.018001,0.351898,,,,,,,,,
231,1.925000,-0.042068,0.431446,0.117949,-0.017991,1.024990,0.021777,1.864974,0.017991,0.351892,,,,,,,,,
232,1.933333,-0.044969,0.431838,0.119298,-0.017990,1.024997,0.021781,1.865016,0.017949,0.351872,,,,,,,,,
233,1.941667,-0.047689,0.432582,0.121219,-0.017987,1.024988,0.021781,1.865026,0.017955,0.351875,,,,,,,,,
234,1.950000,-0.051299,0.432184,0.121802,-0.018002,1.024982,0.021776,1.865050,0.017949,0.351871,,,,,,,,,
235,1.958333,-0.054941,0.431914,0.122315,-0.018009,1.024980,0.021780,1.864956,0.018001,0.351897,,,,,,,,,
236,1.966667,-0.059066,0.431417,0.122545,-0.018008,1.024979,0.021775,1.864860,0.018059,0.351929,,,,,,,,,
237,1.975000,-0.063466,0.431089,0.122661,-0.018003,1.024980,0.021770,1.864965,0.017984,0.351894,,,,,,,,,
238,1.983333,-0.068125,0.430790,0.122344,-0.018005,1.024984,0.021775,1.864854,0.018040,0.351926,,,,,,,,,
239,1.991667,-0.073332,0.430695,0.122558,-0.018006,1.024997,0.021782,1.864910,0.018028,0.351916,,,,,,,,,
240,2.000000,-0.078341,0.430298,0.122229,-0.017998,1.025006,0.021777,1.865001,0.017984,0.351888,,,,,,,,,
241,2.008333,-0.083667,0.429594,0.121584,-0.018004,1.024996,0.021782,1.864954,0.018001,0.351897,,,,,,,,,
242,2.016667,-0.088407,0.428384,0.120649,-0.018002,1.024990,0.021776,1.864940,0.017998,0.351898,,,,,,,,,
243,2.025000,-0.093869,0.427807,0.119933,-0.018003,1.024970,0.021776,1.864946,0.017986,0.351896,,,,,,,,,
244,2.033333,-0.101187,0.425794,0.118295,-0.017952,1.024919,0.021758,1.864977,0.017989,0.351891,,,,,,,,,
245,2.041667,-0.106026,0.426125,0.117605,-0.018008,1.024948,0.021784,1.864948,0.017999,0.351898,,,,,,,,,
246,2.050000,-0.111964,0.425682,0.115949,-0.017968,1.024894,0.021768,1.864957,0.017988,0.351894,,,,,,,,,
247,2.058333,-0.118113,0.424966,0.114058,-0.017984,1.024886,0.021780,1.864973,0.017996,0.351895,,,,,,,,,
248,2.066667,-0.124217,0.424672,0.112293,-0.018120,1.024849,0.021776,1.864925,0.018017,0.351907,,,,,,,,,
249,2.075000,-0.131098,0.423284,0.110226,-0.018107,1.024741,0.021768,1.864956,0.018023,0.351901,,,,,,,,,
250,2.083333,-0.137263,0.424035,0.108169,-0.018149,1.024589,0.021779,1.864947,0.018005,0.351898,,,,,,,,,
251,2.091667,-0.139111,0.428059,0.106690,-0.018175,1.024607,0.021835,1.864946,0.017985,0.351895,,,,,,,,,
252,2.100000,-0.145006,0.430650,0.107930,-0.018268,1.024754,0.021809,1.864957,0.017990,0.351895,,,,,,,,,
253,2.108333,-0.154186,0.428314,0.103013,-0.018208,1.024726,0.021845,1.864995,0.017980,0.351885,,,,,,,,,
254,2.116667,-0.160190,0.427619,0.100817,-0.018163,1.024630,0.021851,1.864992,0.017976,0.351881,,,,,,,,,
255,2.125000,-0.165265,0.432025,0.099682,-0.018129,1.024533,0.021827,1.864943,0.018013,0.351902,,,,,,,,,
256,2.133333,-0.170057,0.434281,0.099365,-0.018136,1.024538,0.021823,1.864913,0.018023,0.351910,,,,,,,,,
257,2.141667,-0.175012,0.436021,0.098604,-0.018285,1.024710,0.021796,1.864954,0.018004,0.351900,,,,,,,,,
258,2.150000,-0.179814,0.437999,0.098314,-0.018291,1.024751,0.021789,1.864856,0.018056,0.351928,,,,,,,,,
259,2.158333,-0.184310,0.440063,0.098396,-0.018210,1.024806,0.021808,1.864922,0.018007,0.351905,,,,,,,,,
260,2.166667,-0.188622,0.441493,0.098392,-0.018236,1.024755,0.021757,1.864812,0.018064,0.351935,,,,,,,,,
261,2.175000,-0.193309,0.442628,0.098046,-0.018131,1.024845,0.021779,1.865002,0.017976,0.351883,,,,,,,,,
262,2.183333,-0.197442,0.443725,0.097879,-0.018057,1.024935,0.021802,1.864877,0.018047,0.351924,,,,,,,,,
263,2.191667,-0.201540,0.444787,0.097777,-0.018057,1.024968,0.021795,1.864918,0.018026,0.351911,,,,,,,,,
264,2.200000,-0.205135,0.445871,0.098116,-0.018074,1.024965,0.021791,1.864975,0.018002,0.351894,,,,,,,,,
265,2.208333,-0.205239,0.452618,0.100939,-0.018220,1.024819,0.021713,1.864925,0.018029,0.351913,,,,,,,,,
266,2.216667,-0.214768,0.447875,0.098434,-0.018161,1.024873,0.021748,1.864957,0.017988,0.351893,,,,,,,,,
267,2.225000,-0.220085,0.448762,0.098713,-0.018083,1.024947,0.021789,1.865005,0.017961,0.351880,,,,,,,,,
268,2.233333,-0.225634,0.449282,0.098668,-0.018136,1.024908,0.021761,1.864914,0.018031,0.351914,,,,,,,,,
269,2.241667,-0.227955,0.453156,0.104001,-0.018145,1.024872,0.021775,1.864969,0.018015,0.351899,,,,,,,,,
270,2.250000,-0.233424,0.453693,0.104278,-0.018240,1.024767,0.021753,1.864959,0.017998,0.351897,,,,,,,,,
271,2.258333,-0.238762,0.454340,0.104428,-0.018289,1.024742,0.021771,1.864844,0.018080,0.351935,,,,,,,,,
272,2.266667,-0.244296,0.455220,0.104510,-0.018314,1.024759,0.021794,1.865002,0.017966,0.351882,,,,,,,,,
273,2.275000,,,,-0.018304,1.024776,0.021804,1.864939,0.017990,0.351899,,,,,,,,,
274,2.283333,,,,-0.018274,1.024782,0.021801,1.864924,0.018013,0.351905,,,,,,,,,
275,2.291667,,,,-0.018182,1.024823,0.021824,1.864952,0.018009,0.351901,,,,,,,,,
276,2.300000,,,,-0.018217,1.024779,0.021783,1.864956,0.018007,0.351899,,,,,,,,,
277,2.308333,,,,-0.018165,1.024837,0.021802,1.865041,0.017956,0.351873,,,,,,,,,
278,2.316667,,,,-0.018178,1.024878,0.021787,1.865006,0.017980,0.351883,,,,,,,,,
279,2.325000,,,,-0.018090,1.024973,0.021806,1.864990,0.017973,0.351883,,,,,,,,,
280,2.333333,,,,-0.018059,1.024993,0.021787,1.864947,0.018001,0.351901,,,,,,,,,
281,2.341667,,,,-0.017999,1.025011,0.021764,1.864965,0.017997,0.351895,,,,,,,,,
282,2.350000,,,,-0.017983,1.025035,0.021701,1.864945,0.018015,0.351905,,,,,,,,,
283,2.358333,,,,-0.017979,1.025052,0.021689,1.864897,0.018043,0.351920,,,,,,,,,
284,2.366667,,,,-0.018005,1.025064,0.021689,1.865027,0.017961,0.351876,,,,,,,,,
285,2.375000,,,,-0.018041,1.025060,0.021697,1.865002,0.017976,0.351883,,,,,,,,,
286,2.383333,,,,-0.018068,1.025035,0.021703,1.864846,0.018063,0.351933,,,,,,,,,
287,2.391667,,,,-0.018056,1.025025,0.021717,1.864862,0.018042,0.351927,,,,,,,,,
288,2.400000,,,,-0.018020,1.025004,0.021766,1.865004,0.017979,0.351884,,,,,,,,,
289,2.408333,,,,-0.018022,1.024997,0.021785,1.864885,0.018033,0.351918,,,,,,,,,
290,2.416667,,,,-0.018040,1.024985,0.021796,1.864899,0.018028,0.351915,,,,,,,,,
291,2.425000,,,,-0.018073,1.024964,0.021815,1.864956,0.018007,0.351898,,,,,,,,,
292,2.433333,,,,-0.018089,1.024956,0.021817,1.864940,0.018013,0.351902,,,,,,,,,
293,2.441667,,,,-0.018084,1.024967,0.021818,1.864974,0.017982,0.351889,,,,,,,,,
294,2.450000,,,,-0.018043,1.024976,0.021811,1.864955,0.017983,0.351895,,,,,,,,,
295,2.458333,,,,-0.017992,1.024991,0.021794,1.864949,0.018005,0.351899,,,,,,,,,
296,2.466667,,,,-0.017977,1.024992,0.021781,1.864978,0.017957,0.351881,,,,,,,,,
297,2.475000,,,,-0.017984,1.025000,0.021767,1.864984,0.017998,0.351894,,,,,,,,,
298,2.483333,,,,-0.018024,1.025026,0.021716,1.864872,0.018053,0.351925,,,,,,,,,
299,2.491667,,,,-0.018031,1.025044,0.021704,1.864983,0.017976,0.351887,,,,,,,,,
300,2.500000,,,,-0.018026,1.025054,0.021706,1.864964,0.017998,0.351897,,,,,,,,,
301,2.508333,,,,-0.018023,1.025046,0.021696,1.864988,0.017997,0.351891,,,,,,,,,
302,2.516667,,,,-0.018019,1.025032,0.021695,1.864944,0.017998,0.351898,,,,,,,,,
303,2.525000,,,,-0.018041,1.025024,0.021713,1.864946,0.018015,0.351904,,,,,,,,,
304,2.533333,,,,-0.018080,1.025012,0.021723,1.864968,0.017976,0.351888,,,,,,,,,
305,2.541667,,,,-0.018110,1.024984,0.021789,1.864930,0.018014,0.351906,,,,,,,,,
306,2.550000,,,,-0.018124,1.024972,0.021794,1.864950,0.018001,0.351898,,,,,,,,,
307,2.558333,,,,-0.018118,1.024952,0.021811,1.864965,0.017997,0.351896,,,,,,,,,
308,2.566667,,,,-0.018148,1.024899,0.021774,1.864925,0.018019,0.351908,,,,,,,,,
309,2.575000,,,,-0.018121,1.024899,0.021776,1.864906,0.018026,0.351913,,,,,,,,,
310,2.583333,,,,-0.018055,1.024956,0.021816,1.864956,0.017994,0.351897,,,,,,,,,
311,2.591667,,,,-0.018068,1.024957,0.021816,1.864959,0.017995,0.351895,,,,,,,,,
312,2.600000,,,,-0.018070,1.024959,0.021812,1.864992,0.017981,0.351887,,,,,,,,,
313,2.608333,,,,-0.018052,1.024972,0.021797,1.864931,0.018001,0.351904,,,,,,,,,
314,2.616667,,,,-0.018023,1.024996,0.021785,1.864885,0.018033,0.351918,,,,,,,,,
315,2.625000,,,,-0.017986,1.025009,0.021774,1.865024,0.017974,0.351880,,,,,,,,,
316,2.633333,,,,-0.017979,1.025019,0.021756,1.864890,0.018035,0.351917,,,,,,,,,
317,2.641667,,,,-0.018002,1.025039,0.021703,1.864992,0.017980,0.351887,,,,,,,,,
318,2.650000,,,,-0.018039,1.025038,0.021702,1.865032,0.017953,0.351874,,,,,,,,,
319,2.658333,,,,-0.018061,1.025044,0.021707,1.864884,0.018038,0.351920,,,,,,,,,
320,2.666667,,,,-0.018073,1.025042,0.021713,1.864948,0.018009,0.351901,,,,,,,,,
321,2.675000,,,,-0.018070,1.025033,0.021717,1.864942,0.018005,0.351898,,,,,,,,,
322,2.683333,,,,-0.018054,1.025024,0.021724,1.864917,0.018036,0.351914,,,,,,,,,
323,2.691667,,,,-0.018059,1.025016,0.021724,1.864921,0.018013,0.351907,,,,,,,,,
324,2.700000,,,,-0.018061,1.025009,0.021736,1.865021,0.017972,0.351879,,,,,,,,,
325,2.708333,,,,-0.018063,1.024986,0.021793,1.864959,0.018015,0.351902,,,,,,,,,
326,2.716667,,,,-0.018059,1.024983,0.021795,1.864964,0.017997,0.351895,,,,,,,,,
327,2.725000,,,,-0.018042,1.024983,0.021799,1.864974,0.017984,0.351891,,,,,,,,,
328,2.733333,,,,-0.018003,1.024983,0.021790,1.864910,0.018008,0.351908,,,,,,,,,
329,2.741667,,,,-0.017981,1.024998,0.021784,1.864938,0.018011,0.351903,,,,,,,,,
330,2.750000,,,,-0.017975,1.024995,0.021780,1.864964,0.017980,0.351890,,,,,,,,,
331,2.758333,,,,-0.017986,1.025000,0.021773,1.864903,0.018035,0.351917,,,,,,,,,
332,2.766667,,,,-0.018015,1.025004,0.021773,1.864861,0.018034,0.351925,-0.409383,0.559209,0.080549,,,,,,
333,2.775000,,,,-0.018039,1.025023,0.021728,1.864900,0.018039,0.351917,-0.413278,0.557616,0.077075,,,,,,
334,2.783333,,,,-0.018046,1.025039,0.021723,1.864931,0.018015,0.351906,-0.414956,0.556465,0.075118,,,,,,
335,2.791667,,,,-0.018096,1.024987,0.021676,1.864888,0.018025,0.351914,-0.416550,0.556920,0.073003,,,,,,
336,2.800000,,,,-0.018036,1.025038,0.021707,1.864938,0.018017,0.351905,-0.416863,0.558659,0.072473,,,,,,
337,2.808333,,,,-0.018059,1.025031,0.021720,1.864939,0.018008,0.351902,-0.418033,0.559175,0.070535,,,,,,
338,2.816667,,,,-0.018085,1.025037,0.021720,1.864932,0.018032,0.351909,-0.419057,0.559835,0.068334,,,,,,
339,2.825000,,,,-0.018106,1.025022,0.021724,1.865028,0.017970,0.351880,-0.420082,0.560376,0.066185,,,,,,
340,2.833333,,,,-0.018114,1.025024,0.021739,1.864938,0.018008,0.351902,-0.421314,0.561636,0.064074,,,,,,
341,2.841667,,,,-0.018086,1.025012,0.021736,1.864984,0.017993,0.351889,-0.421992,0.562328,0.061707,,,,,,
342,2.850000,,,,-0.018047,1.025020,0.021734,1.864918,0.018009,0.351904,-0.422753,0.563944,0.058724,,,,,,
343,2.858333,,,,-0.017999,1.024999,0.021770,1.864905,0.018015,0.351909,-0.423281,0.564465,0.056235,,,,,,
344,2.866667,,,,-0.017982,1.025014,0.021780,1.864947,0.017998,0.351900,-0.423731,0.564958,0.053647,,,,,,
345,2.875000,,,,-0.017980,1.025014,0.021780,1.865014,0.017962,0.351878,-0.424185,0.565228,0.051481,,,,,,
346,2.883333,,,,-0.017987,1.025008,0.021773,1.864945,0.018019,0.351905,-0.424525,0.565453,0.049316,,,,,,
347,2.891667,,,,-0.017978,1.025011,0.021765,1.864964,0.017981,0.351891,-0.424882,0.565955,0.048213,,,,,,
348,2.900000,,,,-0.017966,1.025020,0.021765,1.864916,0.018022,0.351911,-0.425427,0.566828,0.046639,,,,,,
349,2.908333,,,,-0.017950,1.025037,0.021756,1.864947,0.018021,0.351903,-0.425930,0.567762,0.045609,,,,,,
350,2.916667,,,,-0.017963,1.025053,0.021715,1.864931,0.018019,0.351906,-0.426476,0.568713,0.044445,,,,,,
351,2.925000,,,,-0.017986,1.025054,0.021711,1.864875,0.018059,0.351924,-0.426953,0.569043,0.043664,,,,,,
352,2.933333,,,,-0.018025,1.025046,0.021717,1.864946,0.018009,0.351902,-0.427722,0.570170,0.042608,,,,,,
353,2.941667,,,,-0.018063,1.025042,0.021716,1.864970,0.017991,0.351892,-0.428206,0.571060,0.041322,,,,,,
354,2.950000,,,,-0.018072,1.025049,0.021718,1.864915,0.018023,0.351911,-0.428819,0.572142,0.040139,,,,,,
355,2.958333,,,,-0.018067,1.025049,0.021721,1.865003,0.017985,0.351887,-0.429414,0.572951,0.038742,,,,,,
356,2.966667,,,,-0.018050,1.025040,0.021718,1.864919,0.018017,0.351909,-0.429916,0.573523,0.037572,,,,,,
357,2.975000,,,,-0.018028,1.025020,0.021765,1.864974,0.017984,0.351890,-0.430693,0.577138,0.034674,,,,,,
358,2.983333,,,,-0.018034,1.025034,0.021729,1.865065,0.017938,0.351863,-0.431088,0.575663,0.034777,,,,,,
359,2.991667,,,,-0.018031,1.025019,0.021774,1.864985,0.017985,0.351892,-0.431722,0.577725,0.032788,,,,,,
360,3.000000,,,,-0.018018,1.025020,0.021770,1.864933,0.018001,0.351899,-0.432382,0.577762,0.031738,,,,,,
361,3.008333,,,,-0.017992,1.025019,0.021778,1.864869,0.018069,0.351930,-0.432995,0.578806,0.030302,,,,,,
362,3.016667,,,,-0.017956,1.025016,0.021767,1.864883,0.018017,0.351914,-0.433683,0.579827,0.028758,,,,,,
363,3.025000,,,,-0.017938,1.025022,0.021764,1.864943,0.018004,0.351899,-0.434174,0.580698,0.027268,,,,,,
364,3.033333,,,,-0.017868,1.024987,0.021740,1.864902,0.018026,0.351913,-0.435132,0.582738,0.026164,,,,,,
365,3.041667,,,,-0.017936,1.025035,0.021764,1.864965,0.018001,0.351897,-0.436113,0.584822,0.023831,,,,,,
366,3.050000,,,,-0.017981,1.025048,0.021719,1.864940,0.018013,0.351904,-0.436956,0.584390,0.023950,,,,,,
367,3.058333,,,,-0.018003,1.025040,0.021723,1.864984,0.017996,0.351890,-0.438211,0.586860,0.021452,,,,,,
368,3.066667,,,,-0.018004,1.025050,0.021718,1.864864,0.018050,0.351925,-0.438835,0.586546,0.021503,,,,,,
369,3.075000,,,,-0.018001,1.025053,0.021707,1.864934,0.018007,0.351902,-0.440173,0.589018,0.019643,,,,,,
370,3.083333,,,,-0.018014,1.025050,0.021714,1.864845,0.018050,0.351929,-0.440996,0.589615,0.018704,,,,,,
371,3.091667,,,,-0.018022,1.025049,0.021714,1.864915,0.018034,0.351913,-0.442001,0.591122,0.017800,,,,,,
372,3.100000,,,,-0.018047,1.025043,0.021719,1.864935,0.018030,0.351912,-0.442673,0.591951,0.016831,,,,,,
373,3.108333,,,,-0.018056,1.025040,0.021720,1.864857,0.018055,0.351928,-0.443430,0.592987,0.015359,,,,,,
374,3.116667,,,,-0.018052,1.025041,0.021722,1.864959,0.017998,0.351897,-0.444029,0.593463,0.014424,,,,,,
375,3.125000,,,,-0.018035,1.025038,0.021720,1.865000,0.017976,0.351885,-0.444541,0.594224,0.013076,,,,,,
376,3.133333,,,,-0.018002,1.025032,0.021719,1.864889,0.018045,0.351920,-0.445092,0.595060,0.012112,,,,,,
377,3.141667,,,,-0.017965,1.025013,0.021758,1.864919,0.018016,0.351906,-0.445565,0.595379,0.010689,,,,,,
378,3.150000,,,,-0.017957,1.025004,0.021759,1.864935,0.018002,0.351899,-0.445921,0.595931,0.009966,,,,,,
379,3.158333,,,,-0.017974,1.025028,0.021723,1.864890,0.018038,0.351918,-0.446401,0.596741,0.008662,,,,,,
380,3.166667,,,,-0.017962,1.025014,0.021770,1.864923,0.018008,0.351906,-0.446857,0.597954,0.007673,,,,,,
381,3.175000,,,,-0.017966,1.025015,0.021761,1.864954,0.018013,0.351900,-0.446269,0.598894,0.006996,,,,,,
382,3.183333,,,,-0.017957,1.025004,0.021756,1.864921,0.018018,0.351908,-0.447024,0.599952,0.006757,,,,,,
383,3.191667,,,,-0.017967,1.025009,0.021759,1.864964,0.017997,0.351895,-0.447882,0.600996,0.006593,,,,,,
384,3.200000,,,,-0.017976,1.025005,0.021758,1.864975,0.018010,0.351896,-0.448583,0.601599,0.006155,,,,,,
385,3.208333,,,,-0.017995,1.025022,0.021757,1.864924,0.018022,0.351909,-0.449512,0.602786,0.005339,,,,,,
386,3.216667,,,,-0.018046,1.025037,0.021720,1.864981,0.017991,0.351890,-0.454718,0.599657,0.001523,,,,,,
387,3.225000,,,,-0.018058,1.025042,0.021724,1.864917,0.018003,0.351902,-0.455566,0.600234,-0.000020,,,,,,
388,3.233333,,,,-0.018119,1.024990,0.021680,1.864922,0.018027,0.351912,-0.456293,0.601342,-0.000551,,,,,,
389,3.241667,,,,-0.018043,1.025051,0.021717,1.864888,0.018041,0.351918,-0.457006,0.601633,-0.002091,,,,,,
