Format Version,1.21,Take Name,Run_2_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.46.50 AM,Total Frames in Take,6637,Total Exported Frames,6637,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
196,1.633333,-0.027563,0.412057,0.015957,-0.018049,1.025019,0.021757,1.864431,0.017859,0.351806,,,
197,1.641667,-0.027591,0.412118,0.016514,-0.018133,1.024983,0.021680,1.865082,0.017875,0.351841,,,
198,1.650000,-0.027567,0.412082,0.017301,-0.018063,1.025023,0.021760,1.865025,0.017924,0.351867,,,
199,1.658333,-0.027565,0.412077,0.018085,-0.018120,1.024968,0.021726,1.864555,0.017786,0.351768,,,
200,1.666667,-0.027483,0.412072,0.018740,-0.018135,1.024984,0.021678,1.864985,0.017927,0.351873,,,
201,1.675000,-0.027505,0.412156,0.019443,-0.018136,1.024985,0.021682,1.864515,0.017808,0.351783,,,
202,1.683333,-0.027510,0.412149,0.020269,-0.018131,1.024985,0.021681,1.864999,0.017925,0.351869,,,
203,1.691667,-0.027377,0.412020,0.021140,-0.018050,1.025029,0.021751,1.865011,0.017923,0.351868,,,
204,1.700000,-0.027308,0.412070,0.021671,-0.018061,1.025042,0.021704,1.864482,0.017826,0.351795,,,
205,1.708333,-0.027108,0.412065,0.022262,-0.018044,1.025032,0.021744,1.864609,0.017784,0.351762,,,
206,1.716667,-0.026965,0.412379,0.023534,-0.018055,1.025036,0.021704,1.864579,0.017776,0.351763,,,
207,1.725000,-0.026878,0.412384,0.024156,-0.018040,1.025032,0.021746,1.865089,0.017887,0.351845,,,
208,1.733333,-0.026776,0.412402,0.024995,-0.018054,1.025045,0.021706,1.864563,0.017772,0.351765,,,
209,1.741667,-0.026783,0.412441,0.025959,-0.018109,1.024985,0.021671,1.864568,0.017775,0.351765,,,
210,1.750000,-0.026692,0.412410,0.026620,-0.018061,1.025034,0.021710,1.865061,0.017874,0.351844,,,
211,1.758333,-0.026632,0.412433,0.027306,-0.018064,1.025027,0.021718,1.864593,0.017745,0.351752,,,
212,1.766667,-0.026576,0.412486,0.028235,-0.018042,1.025013,0.021760,1.865042,0.017907,0.351858,,,
213,1.775000,-0.026527,0.412413,0.029101,-0.018054,1.025014,0.021762,1.865020,0.017911,0.351862,,,
214,1.783333,-0.026459,0.412407,0.029759,-0.018111,1.024959,0.021731,1.865045,0.017906,0.351861,,,
215,1.791667,-0.026320,0.412408,0.030702,-0.018060,1.025014,0.021771,1.865027,0.017907,0.351858,,,
216,1.800000,-0.026294,0.412472,0.031568,-0.018125,1.024960,0.021728,1.864953,0.017938,0.351883,,,
217,1.808333,-0.026219,0.412433,0.032287,-0.018139,1.024977,0.021691,1.865029,0.017923,0.351863,,,
218,1.816667,-0.026107,0.412468,0.033129,-0.018076,1.025037,0.021728,1.864587,0.017751,0.351758,,,
219,1.825000,-0.026075,0.412596,0.034042,-0.018069,1.025046,0.021725,1.865092,0.017888,0.351845,,,
220,1.833333,-0.025939,0.412518,0.034669,-0.018071,1.025041,0.021718,1.865052,0.017905,0.351855,,,
221,1.841667,-0.025864,0.412552,0.035609,-0.018070,1.025048,0.021719,1.864534,0.017809,0.351777,,,
222,1.850000,-0.025726,0.412583,0.036456,-0.018125,1.024997,0.021688,1.865035,0.017907,0.351860,,,
223,1.858333,-0.025634,0.412620,0.037111,-0.018066,1.025053,0.021716,1.865070,0.017879,0.351848,,,
224,1.866667,-0.025494,0.412619,0.037988,-0.018038,1.025042,0.021759,1.865019,0.017930,0.351871,,,
225,1.875000,-0.025459,0.412744,0.038686,-0.018039,1.025038,0.021755,1.865013,0.017920,0.351866,,,
226,1.883333,-0.025263,0.412660,0.039522,-0.018120,1.025001,0.021675,1.865077,0.017904,0.351849,,,
227,1.891667,-0.025181,0.412749,0.040085,-0.018118,1.024998,0.021677,1.865079,0.017891,0.351848,,,
228,1.900000,-0.025042,0.412745,0.040891,-0.018110,1.024975,0.021711,1.865100,0.017889,0.351845,,,
229,1.908333,-0.024861,0.412642,0.041703,-0.018055,1.025030,0.021751,1.864521,0.017777,0.351774,,,
230,1.916667,-0.024797,0.412730,0.042316,-0.018049,1.025033,0.021755,1.864528,0.017807,0.351782,,,
231,1.925000,-0.024691,0.412797,0.042915,-0.018062,1.025016,0.021753,1.865044,0.017912,0.351859,,,
232,1.933333,-0.024579,0.412795,0.043636,-0.018061,1.025019,0.021744,1.864561,0.017773,0.351766,,,
233,1.941667,-0.024433,0.412757,0.044377,-0.018054,1.025035,0.021753,1.865043,0.017911,0.351859,,,
234,1.950000,-0.024344,0.412830,0.044926,-0.018063,1.025035,0.021748,1.865182,0.017827,0.351816,,,
235,1.958333,-0.024235,0.412904,0.045491,-0.018053,1.025036,0.021742,1.865009,0.017914,0.351867,,,
236,1.966667,-0.024096,0.412934,0.046139,-0.018130,1.024995,0.021671,1.864545,0.017791,0.351775,,,
237,1.975000,-0.023987,0.412979,0.046751,-0.018044,1.025036,0.021738,1.864500,0.017806,0.351785,,,
238,1.983333,-0.023898,0.412994,0.047350,-0.018063,1.025054,0.021702,1.864543,0.017786,0.351771,,,
239,1.991667,-0.023830,0.413050,0.047775,-0.018057,1.025068,0.021699,1.864442,0.017859,0.351806,,,
240,2.000000,-0.023697,0.413069,0.048272,-0.018060,1.025057,0.021691,1.865139,0.017854,0.351829,,,
241,2.008333,-0.023552,0.413083,0.048847,-0.018040,1.025038,0.021744,1.865021,0.017911,0.351862,,,
242,2.016667,-0.023459,0.413137,0.049227,-0.018042,1.025039,0.021731,1.864599,0.017776,0.351760,,,
243,2.025000,-0.023393,0.413186,0.049688,-0.018062,1.025054,0.021698,1.865038,0.017911,0.351861,,,
244,2.033333,-0.023327,0.413192,0.050097,-0.018054,1.025038,0.021745,1.865044,0.017917,0.351863,,,
245,2.041667,-0.023188,0.413104,0.050472,-0.018070,1.025050,0.021710,1.864562,0.017773,0.351763,,,
246,2.050000,-0.023072,0.413099,0.050801,-0.018123,1.024974,0.021711,1.865048,0.017888,0.351850,,,
247,2.058333,-0.022942,0.413153,0.051224,-0.018061,1.025032,0.021751,1.864995,0.017937,0.351875,,,
248,2.066667,-0.022858,0.413248,0.051620,-0.018080,1.025043,0.021715,1.865044,0.017900,0.351858,,,
249,2.075000,-0.022754,0.413277,0.051831,-0.018136,1.024987,0.021682,1.864526,0.017821,0.351785,,,
250,2.083333,-0.022646,0.413298,0.052078,-0.018078,1.025048,0.021712,1.865114,0.017872,0.351834,,,
251,2.091667,-0.022541,0.413273,0.052343,-0.018079,1.025049,0.021708,1.865039,0.017904,0.351858,,,
252,2.100000,-0.022446,0.413248,0.052612,-0.018131,1.025004,0.021674,1.865012,0.017910,0.351864,,,
253,2.108333,-0.022359,0.413267,0.052732,-0.018124,1.024996,0.021672,1.864567,0.017764,0.351762,,,
254,2.116667,-0.022303,0.413327,0.052918,-0.018101,1.024990,0.021712,1.864528,0.017804,0.351779,,,
255,2.125000,-0.022163,0.413328,0.053073,-0.018056,1.025057,0.021707,1.864462,0.017857,0.351804,,,
256,2.133333,-0.022041,0.413331,0.053221,-0.018042,1.025055,0.021706,1.864998,0.017942,0.351876,,,
257,2.141667,-0.021913,0.413319,0.053318,-0.018053,1.025049,0.021701,1.865029,0.017919,0.351866,,,
258,2.150000,-0.021827,0.413365,0.053384,-0.018055,1.025051,0.021708,1.864456,0.017839,0.351799,,,
259,2.158333,-0.021757,0.413397,0.053424,-0.018042,1.025032,0.021743,1.864490,0.017822,0.351787,,,
260,2.166667,-0.021694,0.413436,0.053448,-0.018056,1.025049,0.021704,1.864515,0.017810,0.351783,,,
261,2.175000,-0.021613,0.413468,0.053436,-0.018044,1.025030,0.021746,1.864535,0.017804,0.351776,,,
262,2.183333,-0.021535,0.413506,0.053414,-0.018112,1.024978,0.021712,1.864554,0.017797,0.351771,,,
263,2.191667,-0.021404,0.413447,0.053291,-0.018132,1.024993,0.021673,1.865000,0.017944,0.351873,,,
264,2.200000,-0.021344,0.413458,0.053211,-0.018057,1.025020,0.021745,1.865050,0.017889,0.351852,,,
265,2.208333,-0.021266,0.413492,0.053126,-0.018063,1.025029,0.021752,1.865052,0.017872,0.351847,,,
266,2.216667,-0.021185,0.413530,0.053031,-0.018055,1.025023,0.021753,1.864646,0.017731,0.351740,,,
267,2.225000,-0.021129,0.413538,0.052795,-0.018054,1.025027,0.021755,1.864526,0.017805,0.351780,,,
268,2.233333,-0.021100,0.413520,0.052525,-0.018107,1.024983,0.021716,1.864496,0.017827,0.351787,,,
269,2.241667,-0.021042,0.413544,0.052253,-0.018046,1.025030,0.021749,1.865050,0.017897,0.351855,,,
270,2.250000,-0.020760,0.413436,0.051692,-0.018058,1.025050,0.021702,1.865062,0.017892,0.351850,,,
271,2.258333,-0.020653,0.413615,0.051150,-0.018048,1.025031,0.021748,1.864555,0.017770,0.351765,,,
272,2.266667,-0.020486,0.413569,0.050550,-0.018123,1.024991,0.021675,1.864974,0.017938,0.351880,,,
273,2.275000,-0.020638,0.413591,0.049923,-0.018046,1.025036,0.021742,1.865076,0.017878,0.351845,,,
274,2.283333,-0.021391,0.413364,0.049532,-0.018127,1.025010,0.021672,1.865021,0.017925,0.351865,,,
275,2.291667,-0.022142,0.413114,0.049534,-0.018134,1.024997,0.021667,1.865040,0.017890,0.351853,,,
276,2.300000,-0.022703,0.413455,0.049133,-0.018113,1.024971,0.021713,1.865039,0.017898,0.351856,,,
277,2.308333,-0.022929,0.413956,0.048196,-0.018074,1.025040,0.021705,1.864548,0.017785,0.351771,,,
278,2.316667,-0.023465,0.414585,0.047552,-0.018070,1.025074,0.021713,1.865007,0.017910,0.351867,,,
279,2.325000,-0.024392,0.415152,0.046816,-0.018076,1.025084,0.021713,1.864562,0.017778,0.351765,,,
280,2.333333,-0.025421,0.415449,0.046099,-0.018074,1.025070,0.021709,1.865127,0.017864,0.351835,,,
281,2.341667,-0.026414,0.415532,0.045263,-0.018078,1.025050,0.021702,1.865045,0.017906,0.351861,,,
282,2.350000,-0.027852,0.415657,0.044450,-0.018131,1.025013,0.021662,1.864553,0.017787,0.351771,,,
283,2.358333,-0.029407,0.415712,0.043483,-0.018068,1.025094,0.021695,1.864992,0.017944,0.351875,,,
284,2.366667,-0.031014,0.415642,0.042573,-0.018055,1.025104,0.021689,1.864588,0.017773,0.351763,,,
285,2.375000,-0.032994,0.415619,0.041792,-0.018062,1.025088,0.021693,1.864987,0.017943,0.351876,,,
286,2.383333,-0.035065,0.415439,0.041192,-0.018061,1.025066,0.021688,1.864567,0.017775,0.351762,,,
287,2.391667,-0.037252,0.415251,0.040581,-0.018057,1.025074,0.021690,1.864550,0.017796,0.351774,,,
288,2.400000,-0.039785,0.415228,0.040111,-0.018057,1.025090,0.021688,1.864488,0.017798,0.351782,,,
289,2.408333,-0.042418,0.415283,0.039894,-0.018057,1.025092,0.021693,1.864511,0.017803,0.351781,,,
290,2.416667,-0.045230,0.415364,0.039803,-0.018127,1.025016,0.021665,1.865026,0.017918,0.351863,,,
291,2.425000,-0.048211,0.415364,0.039755,-0.018112,1.024979,0.021713,1.865036,0.017913,0.351860,,,
292,2.433333,-0.051514,0.415470,0.039703,-0.018070,1.025045,0.021707,1.865040,0.017910,0.351857,,,
293,2.441667,-0.054907,0.415552,0.039789,-0.018065,1.025044,0.021757,1.865060,0.017887,0.351852,,,
294,2.450000,-0.058457,0.415522,0.040093,-0.018141,1.025005,0.021683,1.864502,0.017807,0.351783,,,
295,2.458333,-0.062199,0.415543,0.040418,-0.018071,1.025021,0.021758,1.864951,0.017952,0.351886,,,
296,2.466667,-0.066188,0.415680,0.040598,-0.018076,1.025006,0.021759,1.865047,0.017886,0.351852,,,
297,2.475000,-0.070331,0.415890,0.040875,-0.018130,1.024956,0.021725,1.865102,0.017870,0.351838,,,
298,2.483333,-0.074511,0.416137,0.041064,-0.018132,1.024973,0.021725,1.864991,0.017917,0.351870,,,
299,2.491667,-0.078799,0.416523,0.041073,-0.018127,1.024967,0.021728,1.865043,0.017878,0.351850,,,
300,2.500000,-0.083190,0.416980,0.041178,-0.018130,1.024952,0.021717,1.864479,0.017814,0.351792,,,
301,2.508333,-0.087768,0.417526,0.041210,-0.018136,1.024930,0.021713,1.865010,0.017928,0.351869,,,
302,2.516667,-0.092448,0.418031,0.041231,-0.018146,1.024926,0.021715,1.864518,0.017824,0.351784,,,
303,2.525000,-0.097066,0.418287,0.041180,-0.018095,1.024989,0.021752,1.865034,0.017897,0.351858,,,
304,2.533333,-0.101853,0.418549,0.041033,-0.018156,1.024933,0.021724,1.865029,0.017905,0.351858,,,
305,2.541667,-0.106618,0.418879,0.041331,-0.018230,1.024842,0.021698,1.864487,0.017830,0.351793,,,
306,2.550000,-0.111706,0.419678,0.041951,-0.018259,1.024784,0.021702,1.864988,0.017924,0.351872,,,
307,2.558333,-0.116744,0.420528,0.042834,-0.018278,1.024752,0.021708,1.865078,0.017884,0.351848,,,
308,2.566667,-0.121676,0.421509,0.043801,-0.018296,1.024753,0.021722,1.865090,0.017870,0.351845,,,
309,2.575000,-0.126428,0.422487,0.044819,-0.018309,1.024754,0.021740,1.864540,0.017790,0.351773,,,
310,2.583333,-0.131054,0.423340,0.045823,-0.018323,1.024737,0.021750,1.865076,0.017872,0.351843,,,
311,2.591667,-0.135505,0.424159,0.047099,-0.018290,1.024668,0.021797,1.864974,0.017947,0.351879,,,
312,2.600000,-0.140011,0.425051,0.048069,-0.018290,1.024669,0.021800,1.864543,0.017784,0.351771,,,
313,2.608333,-0.144284,0.425983,0.048983,-0.018343,1.024716,0.021771,1.864436,0.017846,0.351803,,,
314,2.616667,-0.148399,0.427044,0.049472,-0.018330,1.024744,0.021764,1.865031,0.017893,0.351853,,,
315,2.625000,-0.152219,0.428133,0.050024,-0.018313,1.024783,0.021765,1.865083,0.017870,0.351842,,,
316,2.633333,-0.155683,0.428988,0.050366,-0.018283,1.024801,0.021744,1.864995,0.017924,0.351868,,,
317,2.641667,-0.158860,0.429950,0.050491,-0.018252,1.024829,0.021724,1.864485,0.017813,0.351788,,,
318,2.650000,-0.162109,0.431064,0.050574,-0.018221,1.024870,0.021698,1.865057,0.017900,0.351854,,,
319,2.658333,-0.165093,0.432208,0.050839,-0.018125,1.024966,0.021707,1.865041,0.017906,0.351859,,,
320,2.666667,-0.168023,0.433102,0.051215,-0.018064,1.025069,0.021686,1.864962,0.017948,0.351882,,,
321,2.675000,-0.170682,0.433714,0.051657,-0.018058,1.025091,0.021669,1.865008,0.017919,0.351866,,,
322,2.683333,-0.173177,0.434075,0.051947,-0.018051,1.025092,0.021647,1.864511,0.017797,0.351780,,,
323,2.691667,-0.175681,0.434515,0.052591,-0.018045,1.025100,0.021639,1.864601,0.017757,0.351753,,,
324,2.700000,-0.178616,0.434892,0.053513,-0.018052,1.025102,0.021644,1.865003,0.017933,0.351871,,,
325,2.708333,-0.181547,0.434962,0.054295,-0.018053,1.025107,0.021651,1.865026,0.017898,0.351859,,,
326,2.716667,-0.184396,0.435089,0.055177,-0.018079,1.025084,0.021670,1.864470,0.017817,0.351792,,,
327,2.725000,-0.187126,0.435198,0.055875,-0.018110,1.025047,0.021689,1.864997,0.017917,0.351870,,,
328,2.733333,-0.189684,0.435289,0.056393,-0.018184,1.024967,0.021676,1.864482,0.017835,0.351797,,,
329,2.741667,-0.191969,0.435300,0.056925,-0.018182,1.024948,0.021736,1.864965,0.017950,0.351880,,,
330,2.750000,-0.194058,0.435406,0.057169,-0.018189,1.024935,0.021753,1.864978,0.017929,0.351876,,,
331,2.758333,-0.196111,0.435827,0.057298,-0.018192,1.024910,0.021765,1.864566,0.017799,0.351767,,,
332,2.766667,-0.198214,0.436689,0.057415,-0.018247,1.024846,0.021733,1.865059,0.017882,0.351849,,,
333,2.775000,-0.201048,0.436804,0.056941,-0.018248,1.024837,0.021733,1.865094,0.017872,0.351841,,,
334,2.783333,-0.203697,0.438238,0.057342,-0.018232,1.024863,0.021730,1.865068,0.017910,0.351855,,,
335,2.791667,-0.206194,0.439601,0.057724,-0.018152,1.024934,0.021745,1.864494,0.017797,0.351783,,,
336,2.800000,-0.207947,0.441489,0.058819,-0.018135,1.024950,0.021729,1.865114,0.017874,0.351839,,,
337,2.808333,-0.210253,0.442601,0.059146,-0.018054,1.025025,0.021749,1.864465,0.017830,0.351795,,,
338,2.816667,-0.212382,0.443498,0.059320,-0.018046,1.025054,0.021681,1.865044,0.017874,0.351847,,,
339,2.825000,-0.214382,0.444275,0.059700,-0.018040,1.025074,0.021668,1.864474,0.017817,0.351790,,,
340,2.833333,-0.216246,0.444885,0.059864,-0.018053,1.025083,0.021654,1.865062,0.017896,0.351851,,,
341,2.841667,-0.217757,0.445301,0.060271,-0.018063,1.025089,0.021653,1.864526,0.017796,0.351777,,,
342,2.850000,-0.219336,0.445770,0.060736,-0.018076,1.025084,0.021651,1.864598,0.017764,0.351758,,,
343,2.858333,-0.220464,0.445935,0.061047,-0.018088,1.025080,0.021658,1.865019,0.017908,0.351863,,,
344,2.866667,-0.221593,0.446043,0.061313,-0.018094,1.025067,0.021662,1.864479,0.017830,0.351792,,,
345,2.875000,-0.222630,0.446144,0.061643,-0.018162,1.025011,0.021656,1.864514,0.017802,0.351780,,,
346,2.883333,-0.223504,0.446108,0.061891,-0.018117,1.025046,0.021709,1.864462,0.017824,0.351796,,,
347,2.891667,-0.224120,0.445905,0.062087,-0.018187,1.024968,0.021683,1.864993,0.017924,0.351870,,,
348,2.900000,-0.224566,0.445734,0.062410,-0.018240,1.024889,0.021709,1.865084,0.017890,0.351847,,,
349,2.908333,-0.224823,0.445546,0.062517,-0.018228,1.024880,0.021716,1.865056,0.017895,0.351853,,,
350,2.916667,-0.224916,0.445441,0.062629,-0.018219,1.024871,0.021725,1.865082,0.017884,0.351844,,,
351,2.925000,-0.224792,0.445339,0.062870,-0.018087,1.024981,0.021785,1.864536,0.017778,0.351772,,,
352,2.933333,-0.224447,0.445280,0.063106,-0.018129,1.024934,0.021748,1.865047,0.017899,0.351852,,,
353,2.941667,-0.224021,0.445402,0.063298,-0.018062,1.024997,0.021767,1.864521,0.017790,0.351777,,,
354,2.950000,-0.223309,0.445538,0.063580,-0.018121,1.024961,0.021730,1.865089,0.017888,0.351846,,,
355,2.958333,-0.222215,0.445627,0.064015,-0.018063,1.025043,0.021705,1.865103,0.017871,0.351839,,,
356,2.966667,-0.220880,0.445825,0.064404,-0.018122,1.025008,0.021658,1.865097,0.017876,0.351842,,,
357,2.975000,-0.219899,0.445143,0.064752,-0.018068,1.025068,0.021677,1.865063,0.017901,0.351851,,,
358,2.983333,-0.218033,0.445063,0.065488,-0.018074,1.025071,0.021672,1.864983,0.017935,0.351875,,,
359,2.991667,-0.216390,0.444429,0.065525,-0.018087,1.025076,0.021670,1.865020,0.017902,0.351862,,,
360,3.000000,-0.214041,0.443772,0.066014,-0.018095,1.025072,0.021671,1.864521,0.017810,0.351781,,,
361,3.008333,-0.212393,0.442323,0.065661,-0.018106,1.025070,0.021679,1.865024,0.017915,0.351862,,,
362,3.016667,-0.204533,0.445068,0.071196,-0.018114,1.025057,0.021685,1.864983,0.017934,0.351877,,,
363,3.025000,-0.206728,0.440812,0.066358,-0.018181,1.024992,0.021660,1.864997,0.017921,0.351871,,,
364,3.033333,-0.203577,0.439912,0.066718,-0.018175,1.024989,0.021676,1.864525,0.017805,0.351780,,,
365,3.041667,-0.200412,0.438675,0.067009,-0.018111,1.025031,0.021718,1.864517,0.017810,0.351780,,,
366,3.050000,-0.197226,0.437366,0.066912,-0.018147,1.024957,0.021730,1.864582,0.017775,0.351760,,,
367,3.058333,-0.193669,0.435916,0.066883,-0.018208,1.024880,0.021698,1.864592,0.017744,0.351751,,,
368,3.066667,-0.190028,0.434505,0.066587,-0.018152,1.024925,0.021732,1.864551,0.017774,0.351767,,,
369,3.075000,-0.185513,0.433332,0.066595,-0.018077,1.024979,0.021770,1.865056,0.017883,0.351851,,,
370,3.083333,-0.181452,0.432194,0.066310,-0.018114,1.024949,0.021736,1.865028,0.017917,0.351861,,,
371,3.091667,-0.176968,0.431047,0.065902,-0.018049,1.025005,0.021760,1.864606,0.017769,0.351759,,,
372,3.100000,-0.172228,0.429858,0.065512,-0.018049,1.025015,0.021747,1.864985,0.017918,0.351870,,,
373,3.108333,-0.167277,0.428644,0.065226,-0.018066,1.025038,0.021699,1.864500,0.017808,0.351785,,,
374,3.116667,-0.162308,0.427533,0.064588,-0.018068,1.025049,0.021688,1.864544,0.017790,0.351771,,,
375,3.125000,-0.157031,0.426661,0.063997,-0.018086,1.025054,0.021685,1.864557,0.017773,0.351765,,,
376,3.133333,-0.151458,0.425905,0.063379,-0.018153,1.024996,0.021650,1.864440,0.017838,0.351801,,,
377,3.141667,-0.145550,0.425589,0.062773,-0.018160,1.024995,0.021648,1.864969,0.017944,0.351880,,,
378,3.150000,-0.139550,0.425542,0.061985,-0.018101,1.025054,0.021685,1.864546,0.017767,0.351768,,,
379,3.158333,-0.133328,0.425424,0.061302,-0.018094,1.025068,0.021690,1.865021,0.017924,0.351867,,,
380,3.166667,-0.126939,0.425391,0.060545,-0.018169,1.025005,0.021665,1.865109,0.017854,0.351834,,,
381,3.175000,-0.120327,0.425185,0.060032,-0.018159,1.024980,0.021668,1.865052,0.017894,0.351852,,,
382,3.183333,-0.113684,0.424900,0.059421,-0.018167,1.024970,0.021682,1.865053,0.017897,0.351853,,,
383,3.191667,-0.106991,0.424559,0.058817,-0.018143,1.024963,0.021728,1.864535,0.017785,0.351773,,,
384,3.200000,-0.100388,0.424069,0.058112,-0.018124,1.024963,0.021731,1.865022,0.017916,0.351863,,,
385,3.208333,-0.093906,0.423599,0.057318,-0.018112,1.024955,0.021737,1.864500,0.017804,0.351783,,,
386,3.216667,-0.087333,0.422930,0.056437,-0.018050,1.024986,0.021767,1.864545,0.017784,0.351771,,,
387,3.225000,-0.080852,0.422257,0.055611,-0.018096,1.024943,0.021734,1.864547,0.017799,0.351773,,,
388,3.233333,-0.074258,0.421468,0.054911,-0.018041,1.025000,0.021769,1.865001,0.017939,0.351873,,,
389,3.241667,-0.067889,0.420950,0.054207,-0.018053,1.024995,0.021762,1.865036,0.017912,0.351858,,,
390,3.250000,-0.061293,0.420512,0.053699,-0.018189,1.024876,0.021693,1.864562,0.017779,0.351766,,,
391,3.258333,-0.054848,0.420539,0.053242,-0.018202,1.024862,0.021685,1.865082,0.017873,0.351842,,,
392,3.266667,-0.048180,0.420800,0.053208,-0.018148,1.024932,0.021718,1.865063,0.017884,0.351850,,,
393,3.275000,-0.041844,0.421779,0.052968,-0.018168,1.024972,0.021677,1.865103,0.017877,0.351842,,,
394,3.283333,-0.035398,0.423167,0.053257,-0.018236,1.024913,0.021642,1.865008,0.017939,0.351872,,,
395,3.291667,-0.029360,0.425078,0.053857,-0.018181,1.024951,0.021677,1.864522,0.017793,0.351775,,,
396,3.300000,-0.023338,0.427221,0.054552,-0.018179,1.024955,0.021677,1.865086,0.017870,0.351841,,,
397,3.308333,-0.017617,0.429475,0.055502,-0.018172,1.024955,0.021723,1.864606,0.017762,0.351756,,,
398,3.316667,-0.011976,0.431817,0.056725,-0.018160,1.024959,0.021726,1.865126,0.017863,0.351835,,,
399,3.325000,-0.007005,0.434414,0.058047,-0.018155,1.024939,0.021724,1.865021,0.017894,0.351855,,,
400,3.333333,-0.002188,0.437585,0.059411,-0.018151,1.024904,0.021726,1.864411,0.017845,0.351810,,,
401,3.341667,0.001707,0.440470,0.060815,-0.018142,1.024894,0.021726,1.865018,0.017902,0.351859,,,
402,3.350000,0.005011,0.443352,0.062550,-0.018191,1.024859,0.021701,1.865089,0.017862,0.351838,,,
403,3.358333,0.007655,0.446482,0.064170,-0.018061,1.025000,0.021769,1.865073,0.017875,0.351844,,,
404,3.366667,0.010095,0.449456,0.066143,-0.018104,1.024960,0.021731,1.865017,0.017908,0.351864,,,
405,3.375000,0.012186,0.452135,0.068042,-0.018124,1.024948,0.021737,1.864513,0.017835,0.351788,,,
406,3.383333,0.013570,0.454298,0.070067,-0.018118,1.024917,0.021722,1.865108,0.017855,0.351834,,,
407,3.391667,0.014657,0.456418,0.072577,-0.018069,1.024990,0.021757,1.865055,0.017895,0.351852,,,
408,3.400000,0.014991,0.458143,0.074439,-0.018128,1.024973,0.021720,1.864528,0.017791,0.351775,,,
409,3.408333,0.015699,0.459906,0.076936,-0.018084,1.025074,0.021710,1.865011,0.017911,0.351863,,,
410,3.416667,0.015709,0.460738,0.078941,-0.018092,1.025075,0.021701,1.865053,0.017894,0.351855,,,
411,3.425000,0.015674,0.461454,0.081055,-0.018097,1.025065,0.021692,1.864498,0.017815,0.351785,,,
412,3.433333,0.015391,0.461776,0.083469,-0.018154,1.024998,0.021656,1.864517,0.017798,0.351778,,,
413,3.441667,0.014054,0.460811,0.085922,-0.018144,1.025003,0.021647,1.864504,0.017800,0.351782,,,
414,3.450000,0.012765,0.460012,0.088519,-0.018077,1.025038,0.021679,1.865111,0.017874,0.351839,,,
415,3.458333,0.010330,0.458942,0.090983,-0.018161,1.024949,0.021651,1.865074,0.017871,0.351843,,,
416,3.466667,0.006806,0.458143,0.093340,-0.018221,1.024820,0.021675,1.864503,0.017824,0.351788,,,
417,3.475000,0.002243,0.457207,0.095361,-0.018216,1.024816,0.021692,1.864862,0.017996,0.351910,,,
418,3.483333,-0.002895,0.456068,0.097478,-0.018081,1.024990,0.021783,1.865019,0.017930,0.351871,,,
419,3.491667,-0.008412,0.454779,0.099429,-0.018122,1.024971,0.021761,1.865047,0.017893,0.351853,,,
420,3.500000,-0.014365,0.452711,0.101083,-0.018075,1.024978,0.021808,1.865045,0.017891,0.351854,,,
421,3.508333,-0.020405,0.450471,0.102767,-0.018145,1.024847,0.021767,1.865064,0.017896,0.351852,,,
422,3.516667,-0.026873,0.448320,0.104734,-0.018210,1.024809,0.021734,1.864552,0.017776,0.351769,,,
423,3.525000,-0.034491,0.444590,0.105750,-0.018149,1.024937,0.021758,1.865039,0.017900,0.351859,,,
424,3.533333,-0.041258,0.442176,0.107788,-0.018081,1.025041,0.021779,1.865003,0.017912,0.351867,,,
425,3.541667,-0.048206,0.439162,0.109422,-0.018087,1.025002,0.021762,1.865011,0.017929,0.351870,,,
426,3.550000,-0.056588,0.435114,0.109871,-0.018211,1.024840,0.021675,1.865047,0.017868,0.351845,,,
427,3.558333,-0.065144,0.432061,0.110339,-0.018229,1.024857,0.021618,1.865005,0.017906,0.351865,,,
428,3.566667,-0.074102,0.429421,0.110463,-0.018109,1.025045,0.021684,1.865002,0.017918,0.351869,,,
429,3.575000,-0.084379,0.425773,0.109160,-0.018102,1.025108,0.021678,1.864957,0.017956,0.351883,,,
430,3.583333,-0.093825,0.424266,0.109396,-0.018169,1.025021,0.021647,1.864963,0.017943,0.351880,,,
431,3.591667,-0.103587,0.422968,0.108808,-0.018242,1.024861,0.021617,1.864992,0.017914,0.351867,,,
432,3.600000,-0.109933,0.424970,0.111622,-0.018236,1.024792,0.021670,1.865040,0.017901,0.351857,,,
