Format Version,1.21,Take Name,Run_1_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.45.57 AM,Total Frames in Take,4156,Total Exported Frames,4156,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103,Unlabeled:104,Unlabeled:104,Unlabeled:104
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
183,1.525000,-0.025366,0.411987,0.030321,-0.017979,1.025037,0.021733,1.865121,0.017835,0.351826,,,,,,
184,1.533333,-0.025346,0.411986,0.030306,-0.017980,1.025032,0.021733,1.865144,0.017830,0.351821,,,,,,
185,1.541667,-0.025322,0.411984,0.030271,-0.017974,1.025046,0.021734,1.865111,0.017847,0.351830,,,,,,
186,1.550000,-0.025294,0.411976,0.030242,-0.017978,1.025038,0.021731,1.865083,0.017851,0.351836,,,,,,
187,1.558333,-0.025259,0.411978,0.030217,-0.017980,1.025038,0.021734,1.865157,0.017810,0.351814,,,,,,
188,1.566667,-0.025239,0.411973,0.030193,-0.017979,1.025040,0.021731,1.864640,0.017725,0.351743,,,,,,
189,1.575000,-0.025216,0.411975,0.030153,-0.017977,1.025032,0.021731,1.864547,0.017783,0.351769,,,,,,
190,1.583333,-0.025194,0.411974,0.030126,-0.017980,1.025037,0.021734,1.864677,0.017698,0.351727,,,,,,
191,1.591667,-0.025164,0.411961,0.030102,-0.017981,1.025035,0.021737,1.864482,0.017820,0.351793,,,,,,
192,1.600000,-0.025133,0.411969,0.030072,-0.017971,1.025033,0.021730,1.864561,0.017770,0.351764,,,,,,
193,1.608333,-0.025114,0.411969,0.030039,-0.017984,1.025034,0.021734,1.865067,0.017854,0.351839,,,,,,
194,1.616667,-0.025095,0.411978,0.030010,-0.017978,1.025035,0.021735,1.864604,0.017738,0.351749,,,,,,
195,1.625000,-0.025059,0.411977,0.029982,-0.017978,1.025043,0.021735,1.864561,0.017761,0.351760,,,,,,
196,1.633333,-0.025041,0.411976,0.029957,-0.017973,1.025039,0.021735,1.864637,0.017713,0.351738,,,,,,
197,1.641667,-0.025004,0.411971,0.029941,-0.017976,1.025035,0.021733,1.864593,0.017745,0.351752,,,,,,
198,1.650000,-0.024983,0.411976,0.029915,-0.017970,1.025038,0.021733,1.864661,0.017708,0.351732,,,,,,
199,1.658333,-0.024956,0.411975,0.029882,-0.017975,1.025037,0.021730,1.864593,0.017758,0.351757,,,,,,
200,1.666667,-0.024944,0.411971,0.029869,-0.017979,1.025038,0.021729,1.864668,0.017685,0.351723,,,,,,
201,1.675000,-0.024918,0.411967,0.029842,-0.017972,1.025051,0.021733,1.865183,0.017787,0.351802,,,,,,
202,1.683333,-0.024880,0.411984,0.029829,-0.017977,1.025034,0.021730,1.865147,0.017827,0.351819,,,,,,
203,1.691667,-0.024860,0.411993,0.029809,-0.017973,1.025042,0.021730,1.864524,0.017768,0.351768,,,,,,
204,1.700000,-0.024843,0.411982,0.029797,-0.017977,1.025037,0.021733,1.864666,0.017701,0.351727,,,,,,
205,1.708333,-0.024825,0.411978,0.029771,-0.017971,1.025040,0.021734,1.864641,0.017707,0.351735,,,,,,
206,1.716667,-0.024800,0.411976,0.029751,-0.017969,1.025034,0.021731,1.865110,0.017852,0.351832,,,,,,
207,1.725000,-0.024768,0.411979,0.029737,-0.017981,1.025035,0.021733,1.864605,0.017738,0.351749,,,,,,
208,1.733333,-0.024738,0.411979,0.029725,-0.017974,1.025033,0.021734,1.864561,0.017769,0.351760,,,,,,
209,1.741667,-0.024718,0.411980,0.029705,-0.017973,1.025039,0.021734,1.864652,0.017693,0.351729,,,,,,
210,1.750000,-0.024691,0.411979,0.029694,-0.017972,1.025044,0.021738,1.864573,0.017749,0.351756,,,,,,
211,1.758333,-0.024670,0.411975,0.029683,-0.017977,1.025040,0.021736,1.864686,0.017673,0.351717,,,,,,
212,1.766667,-0.024656,0.411974,0.029676,-0.017973,1.025031,0.021732,1.864492,0.017792,0.351780,,,,,,
213,1.775000,-0.024631,0.411981,0.029654,-0.017976,1.025032,0.021735,1.865126,0.017829,0.351824,,,,,,
214,1.783333,-0.024600,0.411976,0.029644,-0.017973,1.025033,0.021733,1.865110,0.017850,0.351835,,,,,,
215,1.791667,-0.024584,0.411977,0.029628,-0.017974,1.025037,0.021730,1.864635,0.017721,0.351739,,,,,,
216,1.800000,-0.024556,0.411974,0.029623,-0.017983,1.025038,0.021738,1.864536,0.017752,0.351761,,,,,,
217,1.808333,-0.024537,0.411972,0.029624,-0.017978,1.025033,0.021736,1.865035,0.017870,0.351846,,,,,,
218,1.816667,-0.024514,0.411975,0.029608,-0.017969,1.025033,0.021730,1.865012,0.017909,0.351862,,,,,,
219,1.825000,-0.024489,0.411974,0.029599,-0.017972,1.025036,0.021732,1.865197,0.017786,0.351800,,,,,,
220,1.833333,-0.024470,0.411974,0.029593,-0.017972,1.025037,0.021732,1.864522,0.017782,0.351773,,,,,,
221,1.841667,-0.024446,0.411968,0.029588,-0.017975,1.025038,0.021730,1.864561,0.017764,0.351762,,,,,,
222,1.850000,-0.024428,0.411980,0.029578,-0.017977,1.025040,0.021731,1.864566,0.017759,0.351760,,,,,,
223,1.858333,-0.024203,0.412119,0.029730,-0.017987,1.025030,0.021741,1.864495,0.017778,0.351776,,,,,,
224,1.866667,-0.024394,0.412277,0.029384,-0.017980,1.025034,0.021736,1.865120,0.017833,0.351826,,,,,,
225,1.875000,-0.024372,0.412266,0.029388,-0.017986,1.025040,0.021740,1.865074,0.017853,0.351839,,,,,,
226,1.883333,-0.024357,0.412276,0.029381,-0.017978,1.025043,0.021738,1.865089,0.017846,0.351832,,,,,,
227,1.891667,-0.024343,0.412272,0.029381,-0.017976,1.025033,0.021735,1.864494,0.017777,0.351779,,,,,,
228,1.900000,-0.024333,0.412282,0.029375,-0.017979,1.025029,0.021730,1.864570,0.017742,0.351754,,,,,,
229,1.908333,-0.024321,0.412264,0.029375,-0.017979,1.025035,0.021738,1.864591,0.017747,0.351755,,,,,,
230,1.916667,-0.024308,0.412267,0.029375,-0.017973,1.025034,0.021737,1.864541,0.017779,0.351770,,,,,,
231,1.925000,-0.024293,0.412258,0.029373,-0.017983,1.025044,0.021740,1.864591,0.017742,0.351750,,,,,,
232,1.933333,-0.024286,0.412269,0.029375,-0.017972,1.025044,0.021734,1.864573,0.017765,0.351762,,,,,,
233,1.941667,-0.024224,0.412308,0.029418,-0.017982,1.025036,0.021736,1.865116,0.017830,0.351823,,,,,,
234,1.950000,-0.024154,0.412322,0.029477,-0.017979,1.025040,0.021732,1.865047,0.017888,0.351852,,,,,,
235,1.958333,-0.024199,0.412296,0.029425,-0.017978,1.025045,0.021726,1.864666,0.017708,0.351731,,,,,,
236,1.966667,-0.024137,0.412317,0.029485,-0.017983,1.025045,0.021733,1.864650,0.017732,0.351740,,,,,,
237,1.975000,-0.024184,0.412301,0.029433,-0.017985,1.025042,0.021730,1.864593,0.017751,0.351754,,,,,,
238,1.983333,-0.024125,0.412317,0.029494,-0.017986,1.025043,0.021733,1.865107,0.017864,0.351837,,,,,,
239,1.991667,-0.024116,0.412315,0.029498,-0.017987,1.025042,0.021733,1.865141,0.017821,0.351822,,,,,,
240,2.000000,-0.024108,0.412315,0.029507,-0.018002,1.025057,0.021694,1.864590,0.017736,0.351750,,,,,,
241,2.008333,-0.024109,0.412319,0.029517,-0.017977,1.025046,0.021727,1.864547,0.017798,0.351773,,,,,,
242,2.016667,-0.024110,0.412322,0.029531,-0.017985,1.025048,0.021747,1.864607,0.017747,0.351748,,,,,,
243,2.025000,-0.024112,0.412317,0.029535,-0.017983,1.025046,0.021743,1.865036,0.017858,0.351845,,,,,,
244,2.033333,-0.024109,0.412326,0.029545,-0.017979,1.025044,0.021745,1.864595,0.017749,0.351754,,,,,,
245,2.041667,-0.024099,0.412320,0.029555,-0.017979,1.025045,0.021748,1.865068,0.017861,0.351842,,,,,,
246,2.050000,-0.024106,0.412321,0.029566,-0.017985,1.025044,0.021749,1.864613,0.017731,0.351745,,,,,,
247,2.058333,-0.024101,0.412324,0.029583,-0.017977,1.025037,0.021748,1.865086,0.017847,0.351835,,,,,,
248,2.066667,-0.024100,0.412322,0.029592,-0.017985,1.025033,0.021745,1.864611,0.017724,0.351742,,,,,,
249,2.075000,-0.024106,0.412321,0.029601,-0.017985,1.025030,0.021745,1.864554,0.017769,0.351764,,,,,,
250,2.083333,-0.024112,0.412321,0.029613,-0.017986,1.025045,0.021752,1.864591,0.017742,0.351750,,,,,,
251,2.091667,-0.024111,0.412339,0.029629,-0.017986,1.025038,0.021737,1.865174,0.017793,0.351807,,,,,,
252,2.100000,-0.024075,0.412285,0.029710,-0.017988,1.025042,0.021747,1.865113,0.017855,0.351832,,,,,,
253,2.108333,-0.023962,0.412171,0.029547,-0.017996,1.025036,0.021746,1.865159,0.017805,0.351810,,,,,,
254,2.116667,-0.023970,0.412155,0.029553,-0.017992,1.025032,0.021743,1.864575,0.017726,0.351749,,,,,,
255,2.125000,-0.023971,0.412161,0.029567,-0.017990,1.025047,0.021746,1.864599,0.017721,0.351745,,,,,,
256,2.133333,-0.023976,0.412163,0.029582,-0.018015,1.025054,0.021706,1.864586,0.017718,0.351748,,,,,,
257,2.141667,-0.023978,0.412171,0.029607,-0.018004,1.025056,0.021704,1.864734,0.017648,0.351703,,,,,,
258,2.150000,-0.023991,0.412177,0.029616,-0.017995,1.025034,0.021744,1.864565,0.017743,0.351755,,,,,,
259,2.158333,-0.023997,0.412186,0.029626,-0.017989,1.025028,0.021742,1.864637,0.017713,0.351738,,,,,,
260,2.166667,-0.024007,0.412181,0.029649,-0.017987,1.025036,0.021744,1.864630,0.017722,0.351741,,,,,,
261,2.175000,-0.024013,0.412172,0.029655,-0.017988,1.025044,0.021742,1.864707,0.017689,0.351720,,,,,,
262,2.183333,-0.024022,0.412178,0.029680,-0.018058,1.024979,0.021711,1.864701,0.017674,0.351713,,,,,,
263,2.191667,-0.024041,0.412173,0.029700,-0.018000,1.025023,0.021744,1.864653,0.017699,0.351731,,,,,,
264,2.200000,-0.024056,0.412133,0.029727,-0.017994,1.025022,0.021737,1.864676,0.017685,0.351722,,,,,,
265,2.208333,-0.024076,0.412133,0.029738,-0.018058,1.024976,0.021712,1.864534,0.017766,0.351766,,,,,,
266,2.216667,-0.024089,0.412097,0.029795,-0.018003,1.025034,0.021740,1.864688,0.017699,0.351724,,,,,,
267,2.225000,-0.024104,0.412102,0.029820,-0.018005,1.025037,0.021746,1.864614,0.017723,0.351744,,,,,,
268,2.233333,-0.024148,0.412136,0.029853,-0.018006,1.025029,0.021736,1.864685,0.017695,0.351724,,,,,,
269,2.241667,-0.024158,0.412144,0.029879,-0.018012,1.025024,0.021743,1.864665,0.017688,0.351725,,,,,,
270,2.250000,-0.024170,0.412146,0.029891,-0.018012,1.025032,0.021737,1.865266,0.017745,0.351775,,,,,,
271,2.258333,-0.024214,0.412159,0.029943,-0.018008,1.025040,0.021739,1.864662,0.017707,0.351732,,,,,,
272,2.266667,-0.024228,0.412167,0.029970,-0.018011,1.025035,0.021739,1.864665,0.017688,0.351725,,,,,,
273,2.275000,-0.024238,0.412165,0.029994,-0.018015,1.025031,0.021739,1.865121,0.017833,0.351825,,,,,,
274,2.283333,-0.024252,0.412173,0.030008,-0.018010,1.025028,0.021735,1.865118,0.017846,0.351830,,,,,,
275,2.291667,-0.024270,0.412177,0.030028,-0.018010,1.025031,0.021739,1.865182,0.017783,0.351803,,,,,,
276,2.300000,-0.024287,0.412183,0.030053,-0.018019,1.025049,0.021693,1.864674,0.017691,0.351726,,,,,,
277,2.308333,-0.024252,0.412198,0.030115,-0.018021,1.025045,0.021698,1.865164,0.017793,0.351808,,,,,,
278,2.316667,-0.024325,0.412169,0.030132,-0.018007,1.025018,0.021741,1.865218,0.017787,0.351799,,,,,,
279,2.325000,-0.024337,0.412160,0.030153,-0.018007,1.025022,0.021740,1.864698,0.017678,0.351717,,,,,,
280,2.333333,-0.024381,0.412105,0.030171,-0.018003,1.025033,0.021743,1.865242,0.017765,0.351790,,,,,,
281,2.341667,-0.024399,0.412118,0.030193,-0.018002,1.025033,0.021738,1.864710,0.017665,0.351711,,,,,,
282,2.350000,-0.024449,0.412160,0.030238,-0.018003,1.025024,0.021734,1.865179,0.017810,0.351809,,,,,,
283,2.358333,-0.024468,0.412164,0.030262,-0.018005,1.025013,0.021734,1.865174,0.017803,0.351809,,,,,,
284,2.366667,-0.024486,0.412171,0.030279,-0.018010,1.025016,0.021731,1.864709,0.017690,0.351721,,,,,,
285,2.375000,-0.024508,0.412159,0.030296,-0.018012,1.025025,0.021739,1.865195,0.017790,0.351801,,,,,,
286,2.383333,-0.024530,0.412149,0.030314,-0.018012,1.025029,0.021733,1.864584,0.017747,0.351753,,,,,,
287,2.391667,-0.024489,0.412176,0.030379,-0.018077,1.024956,0.021697,1.864746,0.017655,0.351706,,,,,,
288,2.400000,-0.024568,0.412160,0.030353,-0.018009,1.025021,0.021736,1.864540,0.017773,0.351771,,,,,,
289,2.408333,-0.024588,0.412168,0.030373,-0.018018,1.025022,0.021733,1.864671,0.017695,0.351727,,,,,,
290,2.416667,-0.024552,0.412167,0.030516,-0.018079,1.024970,0.021691,1.864638,0.017717,0.351737,,,,,,
291,2.425000,-0.024573,0.412172,0.030541,-0.018016,1.025025,0.021734,1.864756,0.017670,0.351705,,,,,,
292,2.433333,-0.024665,0.412176,0.030467,-0.018020,1.025017,0.021731,1.864633,0.017738,0.351745,,,,,,
293,2.441667,-0.024654,0.412133,0.030565,-0.018075,1.024961,0.021697,1.864672,0.017710,0.351731,,,,,,
294,2.450000,-0.024630,0.412161,0.030625,-0.018013,1.025016,0.021733,1.864656,0.017706,0.351732,,,,,,
295,2.458333,-0.024697,0.412131,0.030597,-0.018007,1.025025,0.021736,1.865149,0.017801,0.351811,,,,,,
296,2.466667,-0.024727,0.412130,0.030608,-0.018015,1.025026,0.021730,1.864724,0.017682,0.351714,,,,,,
297,2.475000,-0.024744,0.412140,0.030625,-0.018031,1.025029,0.021687,1.864658,0.017728,0.351737,,,,,,
298,2.483333,-0.024767,0.412145,0.030642,-0.018021,1.025015,0.021731,1.864630,0.017735,0.351741,,,,,,
299,2.491667,-0.024790,0.412146,0.030656,-0.018026,1.025008,0.021726,1.864620,0.017734,0.351747,,,,,,
300,2.500000,-0.024812,0.412150,0.030671,-0.018031,1.025011,0.021732,1.865197,0.017782,0.351797,,,,,,
301,2.508333,-0.024833,0.412145,0.030683,-0.018029,1.025011,0.021741,1.865061,0.017867,0.351845,,,,,,
302,2.516667,-0.024860,0.412143,0.030699,-0.018027,1.025010,0.021741,1.864702,0.017657,0.351711,,,,,,
303,2.525000,-0.024863,0.412115,0.030745,-0.018026,1.025008,0.021746,1.864662,0.017701,0.351729,,,,,,
304,2.533333,-0.024896,0.412127,0.030802,-0.018028,1.025009,0.021745,1.864671,0.017704,0.351728,,,,,,
305,2.541667,-0.024920,0.412122,0.030812,-0.018023,1.025018,0.021745,1.865144,0.017825,0.351821,,,,,,
306,2.550000,-0.024941,0.412127,0.030823,-0.018013,1.025025,0.021756,1.864592,0.017744,0.351751,,,,,,
307,2.558333,-0.024951,0.412133,0.030827,-0.018015,1.025011,0.021757,1.864739,0.017667,0.351706,,,,,,
308,2.566667,-0.024981,0.412141,0.030839,-0.018019,1.025012,0.021746,1.864634,0.017725,0.351741,,,,,,
309,2.575000,-0.024995,0.412134,0.030845,-0.018031,1.025023,0.021667,1.864667,0.017687,0.351726,,,,,,
310,2.583333,-0.025012,0.412124,0.030847,-0.018006,1.025025,0.021693,1.864623,0.017747,0.351747,,,,,,
311,2.591667,-0.025030,0.412121,0.030853,-0.018001,1.025035,0.021697,1.864681,0.017711,0.351731,,,,,,
312,2.600000,-0.025049,0.412126,0.030864,-0.017991,1.025040,0.021725,1.864589,0.017735,0.351750,,,,,,
313,2.608333,-0.025066,0.412134,0.030871,-0.018013,1.025052,0.021691,1.864676,0.017673,0.351720,,,,,,
314,2.616667,-0.025136,0.412103,0.030836,-0.017993,1.025037,0.021730,1.864630,0.017722,0.351741,,,,,,
315,2.625000,-0.025152,0.412103,0.030836,-0.018013,1.025058,0.021697,1.864585,0.017744,0.351754,,,,,,
316,2.633333,-0.025175,0.412094,0.030840,-0.018015,1.025050,0.021696,1.864590,0.017733,0.351752,,,,,,
317,2.641667,-0.025181,0.412085,0.030845,-0.018056,1.024982,0.021701,1.864637,0.017713,0.351736,,,,,,
318,2.650000,-0.025190,0.412094,0.030846,-0.018000,1.025034,0.021740,1.864676,0.017704,0.351731,,,,,,
319,2.658333,-0.025226,0.412113,0.030809,-0.018005,1.025042,0.021742,1.864568,0.017750,0.351758,,,,,,
320,2.666667,-0.025226,0.412091,0.030846,-0.018013,1.025035,0.021739,1.864654,0.017714,0.351735,,,,,,
321,2.675000,-0.025242,0.412097,0.030854,-0.018010,1.025038,0.021741,1.864640,0.017733,0.351741,,,,,,
322,2.683333,-0.025277,0.412122,0.030873,-0.018010,1.025038,0.021749,1.864573,0.017755,0.351757,,,,,,
323,2.691667,-0.025270,0.412100,0.030850,-0.018060,1.024978,0.021709,1.865221,0.017799,0.351801,,,,,,
324,2.700000,-0.025283,0.412100,0.030851,-0.018008,1.025038,0.021745,1.865123,0.017848,0.351829,,,,,,
325,2.708333,-0.025293,0.412090,0.030846,-0.018013,1.025039,0.021745,1.864606,0.017759,0.351753,,,,,,
326,2.716667,-0.025300,0.412082,0.030841,-0.018004,1.025042,0.021741,1.864609,0.017738,0.351748,,,,,,
327,2.725000,-0.025346,0.412121,0.030819,-0.018010,1.025040,0.021738,1.864712,0.017683,0.351715,,,,,,
328,2.733333,-0.025329,0.412089,0.030833,-0.018002,1.025039,0.021736,1.865115,0.017844,0.351830,,,,,,
329,2.741667,-0.025357,0.412110,0.030849,-0.018012,1.025037,0.021746,1.864640,0.017725,0.351742,,,,,,
330,2.750000,-0.025338,0.412090,0.030824,-0.018007,1.025041,0.021739,1.865091,0.017839,0.351831,,,,,,
331,2.758333,-0.025349,0.412112,0.030777,-0.017999,1.025039,0.021734,1.864607,0.017734,0.351748,,,,,,
332,2.766667,-0.025363,0.412109,0.030836,-0.018000,1.025042,0.021741,1.864601,0.017736,0.351751,,,,,,
333,2.775000,-0.025358,0.412108,0.030764,-0.018002,1.025031,0.021741,1.864664,0.017707,0.351734,,,,,,
334,2.783333,-0.025365,0.412099,0.030751,-0.018008,1.025036,0.021745,1.864637,0.017713,0.351738,,,,,,
335,2.791667,-0.025363,0.412090,0.030737,-0.018003,1.025041,0.021736,1.864720,0.017672,0.351711,,,,,,
336,2.800000,-0.025366,0.412090,0.030730,-0.018006,1.025041,0.021742,1.864620,0.017734,0.351747,,,,,,
337,2.808333,-0.025390,0.412112,0.030690,-0.018007,1.025034,0.021734,1.864593,0.017729,0.351747,,,,,,
338,2.816667,-0.025397,0.412070,0.030725,-0.018008,1.025033,0.021737,1.864637,0.017695,0.351732,,,,,,
339,2.825000,-0.025461,0.412060,0.030642,-0.018006,1.025037,0.021740,1.864702,0.017681,0.351717,,,,,,
340,2.833333,-0.025465,0.412049,0.030631,-0.018065,1.024982,0.021707,1.864704,0.017692,0.351721,,,,,,
341,2.841667,-0.025445,0.412055,0.030618,-0.018003,1.025037,0.021737,1.864723,0.017673,0.351711,,,,,,
342,2.850000,-0.025408,0.412104,0.030577,-0.018005,1.025036,0.021735,1.864738,0.017668,0.351710,,,,,,
343,2.858333,-0.025385,0.412160,0.030455,-0.018005,1.025037,0.021741,1.864656,0.017703,0.351732,,,,,,
344,2.866667,-0.025365,0.412184,0.030453,-0.018015,1.025057,0.021695,1.864728,0.017671,0.351710,,,,,,
345,2.875000,-0.025662,0.411820,0.030368,-0.018009,1.025048,0.021735,1.864697,0.017680,0.351717,,,,,,
346,2.883333,-0.025659,0.411818,0.030361,-0.018003,1.025045,0.021742,1.864564,0.017759,0.351759,,,,,,
347,2.891667,-0.025565,0.411887,0.030280,-0.018003,1.025041,0.021734,1.864600,0.017754,0.351753,,,,,,
348,2.900000,-0.025321,0.412184,0.030148,-0.018002,1.025050,0.021743,1.864627,0.017733,0.351745,,,,,,
349,2.908333,-0.025168,0.412661,0.030345,-0.018011,1.025042,0.021738,1.865209,0.017788,0.351800,,,,,,
350,2.916667,-0.025382,0.412126,0.030203,-0.018012,1.025042,0.021741,1.864646,0.017711,0.351737,,,,,,
351,2.925000,-0.025371,0.412120,0.030186,-0.018016,1.025041,0.021745,1.865155,0.017815,0.351817,,,,,,
352,2.933333,-0.025364,0.412120,0.030172,-0.018014,1.025031,0.021740,1.864603,0.017737,0.351749,,,,,,
353,2.941667,-0.025357,0.412118,0.030156,-0.018085,1.024974,0.021711,1.865152,0.017819,0.351814,,,,,,
354,2.950000,-0.025337,0.412113,0.030147,-0.018074,1.024982,0.021712,1.864676,0.017689,0.351722,,,,,,
355,2.958333,-0.025322,0.412109,0.030120,-0.018010,1.025041,0.021744,1.864565,0.017755,0.351760,,,,,,
356,2.966667,-0.025310,0.412107,0.030110,-0.018011,1.025039,0.021751,1.864613,0.017709,0.351738,,,,,,
357,2.975000,-0.025296,0.412116,0.030099,-0.018013,1.025035,0.021746,1.864502,0.017787,0.351777,,,,,,
358,2.983333,-0.025276,0.412102,0.030021,-0.018011,1.025037,0.021739,1.864571,0.017750,0.351758,,,,,,
359,2.991667,-0.025260,0.412101,0.030002,-0.018003,1.025041,0.021740,1.864557,0.017767,0.351763,,,,,,
360,3.000000,-0.025247,0.412091,0.029984,-0.018001,1.025038,0.021738,1.864990,0.017892,0.351864,,,,,,
361,3.008333,-0.025227,0.412099,0.029969,-0.018001,1.025040,0.021737,1.864671,0.017695,0.351727,,,,,,
362,3.016667,-0.025208,0.412096,0.029952,-0.018000,1.025040,0.021740,1.865063,0.017862,0.351842,,,,,,
363,3.025000,-0.025201,0.412098,0.029942,-0.018007,1.025041,0.021740,1.864529,0.017765,0.351768,,,,,,
364,3.033333,-0.025177,0.412099,0.029866,-0.018007,1.025041,0.021736,1.864642,0.017698,0.351732,,,,,,
365,3.041667,-0.025162,0.412079,0.029908,-0.018007,1.025039,0.021743,1.864608,0.017715,0.351739,,,,,,
366,3.050000,-0.025143,0.412083,0.029826,-0.018010,1.025031,0.021739,1.865151,0.017818,0.351817,,,,,,
367,3.058333,-0.025118,0.412078,0.029815,-0.018014,1.025039,0.021736,1.864596,0.017726,0.351745,,,,,,
368,3.066667,-0.025101,0.412075,0.029800,-0.018004,1.025040,0.021749,1.864629,0.017712,0.351736,,,,,,
369,3.075000,-0.025078,0.412072,0.029780,-0.018008,1.025041,0.021742,1.865155,0.017809,0.351813,,,,,,
370,3.083333,-0.025060,0.412072,0.029761,-0.018013,1.025039,0.021745,1.864636,0.017731,0.351740,,,,,,
371,3.091667,-0.025036,0.412070,0.029747,-0.018012,1.025034,0.021741,1.864568,0.017768,0.351763,,,,,,
372,3.100000,-0.025022,0.412058,0.029732,-0.018007,1.025043,0.021744,1.864525,0.017780,0.351772,,,,,,
373,3.108333,-0.025000,0.412059,0.029712,-0.018013,1.025041,0.021745,1.864666,0.017700,0.351726,,,,,,
374,3.116667,-0.024975,0.412049,0.029695,-0.018005,1.025042,0.021745,1.864702,0.017698,0.351723,,,,,,
375,3.125000,-0.024968,0.412085,0.029630,-0.018029,1.025051,0.021704,1.865169,0.017823,0.351816,,,,,,
376,3.133333,-0.024948,0.412084,0.029617,-0.018007,1.025049,0.021741,1.864544,0.017762,0.351767,,,,,,
377,3.141667,-0.024930,0.412091,0.029604,-0.018008,1.025040,0.021745,1.864618,0.017718,0.351740,,,,,,
378,3.150000,-0.024917,0.412083,0.029587,-0.018004,1.025042,0.021738,1.864635,0.017728,0.351743,,,,,,
379,3.158333,-0.024903,0.412085,0.029566,-0.018011,1.025045,0.021736,1.865104,0.017844,0.351832,,,,,,
380,3.166667,-0.024884,0.412067,0.029546,-0.018072,1.024992,0.021706,1.864612,0.017727,0.351743,,,,,,
381,3.175000,-0.024873,0.412055,0.029528,-0.018017,1.025044,0.021745,1.864673,0.017685,0.351725,,,,,,
382,3.183333,-0.024825,0.412015,0.029472,-0.018010,1.025038,0.021737,1.865095,0.017850,0.351833,,,,,,
383,3.191667,-0.024818,0.412000,0.029451,-0.018014,1.025043,0.021746,1.864590,0.017727,0.351750,,,,,,
384,3.200000,-0.024770,0.412060,0.029441,-0.018010,1.025041,0.021739,1.864609,0.017739,0.351749,,,,,,
385,3.208333,-0.024768,0.411971,0.029365,-0.018014,1.025051,0.021747,1.864555,0.017770,0.351766,,,,,,
386,3.216667,-0.024722,0.412036,0.029360,-0.018015,1.025039,0.021743,1.864618,0.017731,0.351745,,,,,,
387,3.225000,-0.024697,0.412041,0.029348,-0.018018,1.025036,0.021746,1.864629,0.017712,0.351737,,,,,,
388,3.233333,-0.024667,0.412063,0.029353,-0.018012,1.025039,0.021738,1.864611,0.017725,0.351743,,,,,,
389,3.241667,-0.024619,0.412141,0.029350,-0.018014,1.025043,0.021743,1.864550,0.017762,0.351764,,,,,,
390,3.250000,-0.024596,0.412121,0.029384,-0.018010,1.025040,0.021734,1.864639,0.017712,0.351734,,,,,,
391,3.258333,-0.024549,0.412159,0.029410,-0.018021,1.025047,0.021702,1.864545,0.017766,0.351768,,,,,,
392,3.266667,-0.024486,0.412264,0.029422,-0.018021,1.025060,0.021698,1.864616,0.017722,0.351743,,,,,,
393,3.275000,-0.024429,0.412354,0.029486,-0.018003,1.025040,0.021734,1.865123,0.017833,0.351828,,,,,,
394,3.283333,-0.024368,0.412460,0.029570,-0.018005,1.025050,0.021735,1.864667,0.017722,0.351736,,,,,,
395,3.291667,-0.024291,0.412572,0.029667,-0.017998,1.025049,0.021741,1.864617,0.017724,0.351744,,,,,,
396,3.300000,-0.024192,0.412683,0.029757,-0.018003,1.025046,0.021734,1.864670,0.017700,0.351725,,,,,,
397,3.308333,-0.024119,0.412796,0.029864,-0.018004,1.025039,0.021735,1.865224,0.017774,0.351791,,,,,,
398,3.316667,-0.024066,0.412883,0.029938,-0.018025,1.025058,0.021696,1.865210,0.017787,0.351801,,,,,,
399,3.325000,-0.024588,0.412173,0.029352,-0.018011,1.025047,0.021742,1.864615,0.017708,0.351738,,,,,,
400,3.333333,-0.024576,0.412167,0.029347,-0.018006,1.025043,0.021730,1.864567,0.017744,0.351755,,,,,,
401,3.341667,-0.024564,0.412174,0.029341,-0.018008,1.025041,0.021739,1.864648,0.017700,0.351733,,,,,,
402,3.350000,-0.024542,0.412163,0.029333,-0.018017,1.025039,0.021741,1.864640,0.017724,0.351739,,,,,,
403,3.358333,-0.024536,0.412158,0.029330,-0.018017,1.025042,0.021741,1.864604,0.017728,0.351746,,,,,,
404,3.366667,-0.024521,0.412151,0.029323,-0.018013,1.025043,0.021745,1.864614,0.017723,0.351741,,,,,,
405,3.375000,-0.024515,0.412144,0.029319,-0.018008,1.025042,0.021746,1.865031,0.017881,0.351853,,,,,,
