Format Version,1.21,Take Name,Run_1_Paketband,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-14 10.45.57 AM,Total Frames in Take,4156,Total Exported Frames,4156,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103,Unlabeled:104,Unlabeled:104,Unlabeled:104
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2954,24.616667,,,,-0.018107,1.024996,0.021662,1.864552,0.017785,0.351770,0.123660,0.431702,0.048115,,,
2955,24.625000,,,,-0.018047,1.025049,0.021695,1.864581,0.017770,0.351760,0.117632,0.430198,0.047150,,,
2956,24.633333,,,,-0.018044,1.025051,0.021692,1.865092,0.017857,0.351838,0.111324,0.428685,0.046321,,,
2957,24.641667,,,,-0.018034,1.025034,0.021733,1.865209,0.017797,0.351803,0.104959,0.427020,0.045364,,,
2958,24.650000,,,,-0.018026,1.025039,0.021732,1.865103,0.017871,0.351837,0.098469,0.425791,0.044367,,,
2959,24.658333,,,,-0.018031,1.025033,0.021742,1.865119,0.017844,0.351830,0.091892,0.424272,0.043379,,,
2960,24.666667,,,,-0.018107,1.024994,0.021658,1.865089,0.017874,0.351840,0.084889,0.422956,0.042311,,,
2961,24.675000,,,,-0.018057,1.025051,0.021696,1.864541,0.017779,0.351770,0.077920,0.421679,0.041308,,,
2962,24.683333,,,,-0.018036,1.025027,0.021734,1.864583,0.017770,0.351760,0.071056,0.420376,0.040208,,,
2963,24.691667,,,,-0.018035,1.025036,0.021742,1.864535,0.017787,0.351774,0.063772,0.419296,0.039192,,,
2964,24.700000,,,,-0.018039,1.025032,0.021733,1.865180,0.017810,0.351811,0.056476,0.418125,0.038133,,,
2965,24.708333,,,,-0.018058,1.025048,0.021694,1.865148,0.017838,0.351822,0.049015,0.417181,0.036971,,,
2966,24.716667,,,,-0.018043,1.025034,0.021739,1.864587,0.017769,0.351760,0.041621,0.416358,0.035908,,,
2967,24.725000,,,,-0.018062,1.025048,0.021697,1.865115,0.017853,0.351834,0.034072,0.415398,0.034848,,,
2968,24.733333,,,,-0.018058,1.025047,0.021696,1.864679,0.017716,0.351730,0.026454,0.414731,0.033626,,,
2969,24.741667,,,,-0.018060,1.025038,0.021694,1.865133,0.017834,0.351825,0.018787,0.413950,0.032600,,,
2970,24.750000,,,,-0.018037,1.025034,0.021731,1.864552,0.017799,0.351776,0.011143,0.413474,0.031402,,,
2971,24.758333,,,,-0.018043,1.025030,0.021737,1.864548,0.017786,0.351771,0.003372,0.412977,0.030346,,,
2972,24.766667,,,,-0.018058,1.025043,0.021690,1.865108,0.017865,0.351834,-0.004512,0.412673,0.029114,,,
2973,24.775000,,,,-0.018128,1.024990,0.021661,1.864618,0.017745,0.351748,-0.012238,0.412353,0.027941,,,
2974,24.783333,,,,-0.018047,1.025030,0.021736,1.865049,0.017886,0.351850,-0.020006,0.412175,0.026891,,,
2975,24.791667,,,,-0.018071,1.025045,0.021696,1.864634,0.017723,0.351741,-0.027941,0.412230,0.025527,,,
2976,24.800000,,,,-0.018052,1.025022,0.021738,1.865146,0.017839,0.351825,-0.035689,0.412222,0.024443,,,
2977,24.808333,,,,-0.018071,1.025035,0.021694,1.864596,0.017746,0.351753,-0.043359,0.412255,0.023353,,,
2978,24.816667,,,,-0.018071,1.025039,0.021700,1.864527,0.017789,0.351776,-0.051293,0.412527,0.022046,,,
2979,24.825000,,,,-0.018059,1.025028,0.021738,1.864660,0.017714,0.351735,-0.058890,0.413088,0.021050,,,
2980,24.833333,,,,-0.018050,1.025021,0.021728,1.864607,0.017724,0.351742,-0.066562,0.413336,0.019847,,,
2981,24.841667,,,,-0.018133,1.024990,0.021655,1.864523,0.017802,0.351775,-0.074052,0.413807,0.018698,,,
2982,24.850000,,,,-0.018077,1.025041,0.021698,1.864561,0.017766,0.351765,-0.081552,0.414486,0.017708,,,
2983,24.858333,,,,-0.018074,1.025043,0.021691,1.865176,0.017800,0.351806,-0.089056,0.415253,0.016418,,,
2984,24.866667,,,,-0.018058,1.025027,0.021733,1.864615,0.017744,0.351748,-0.096384,0.416060,0.015431,,,
2985,24.875000,,,,-0.018115,1.024979,0.021703,1.864608,0.017732,0.351747,-0.103515,0.416791,0.014410,,,
2986,24.883333,,,,-0.018132,1.024991,0.021659,1.865137,0.017837,0.351822,-0.110668,0.417763,0.013297,,,
2987,24.891667,,,,-0.018135,1.024991,0.021657,1.865068,0.017871,0.351846,-0.117636,0.418723,0.012319,,,
2988,24.900000,,,,-0.018076,1.025039,0.021689,1.864590,0.017736,0.351749,-0.124494,0.419964,0.011447,,,
2989,24.908333,,,,-0.018063,1.025026,0.021732,1.864533,0.017781,0.351773,-0.131377,0.420991,0.010306,,,
2990,24.916667,,,,-0.018064,1.025027,0.021734,1.864655,0.017715,0.351735,-0.137940,0.422211,0.009356,,,
2991,24.925000,,,,-0.018140,1.024983,0.021653,1.865071,0.017861,0.351842,-0.144380,0.423378,0.008486,,,
2992,24.933333,,,,-0.018134,1.024990,0.021663,1.864692,0.017703,0.351726,-0.150635,0.424727,0.007439,,,
2993,24.941667,,,,-0.018123,1.024974,0.021694,1.865109,0.017855,0.351833,-0.156797,0.426046,0.006475,,,
2994,24.950000,,,,-0.018084,1.025035,0.021692,1.865064,0.017888,0.351849,-0.162748,0.427419,0.005624,,,
2995,24.958333,,,,-0.018066,1.025030,0.021734,1.864626,0.017757,0.351750,-0.168527,0.428740,0.004860,,,
2996,24.966667,,,,-0.018137,1.024988,0.021656,1.865102,0.017846,0.351834,-0.174079,0.430130,0.004101,,,
2997,24.975000,,,,-0.018147,1.024986,0.021659,1.864568,0.017741,0.351757,-0.179455,0.431492,0.003349,,,
2998,24.983333,,,,-0.018090,1.025037,0.021693,1.865116,0.017852,0.351834,-0.184726,0.432950,0.002552,,,
2999,24.991667,,,,-0.018090,1.025038,0.021694,1.864571,0.017751,0.351758,-0.189785,0.434252,0.001783,,,
3000,25.000000,,,,-0.018083,1.025042,0.021692,1.864483,0.017815,0.351789,-0.194708,0.435622,0.001058,,,
3001,25.008333,,,,-0.018083,1.025039,0.021686,1.864601,0.017743,0.351753,-0.199117,0.437006,0.000465,,,
3002,25.016667,,,,-0.018083,1.025042,0.021693,1.865086,0.017867,0.351838,-0.203714,0.438328,-0.000247,,,
3003,25.025000,,,,-0.018144,1.024991,0.021662,1.865047,0.017877,0.351850,-0.207873,0.439479,-0.000822,,,
3004,25.033333,,,,-0.018146,1.024991,0.021659,1.865023,0.017898,0.351860,-0.211927,0.440976,-0.001396,,,
3005,25.041667,,,,-0.018084,1.025040,0.021698,1.864570,0.017759,0.351760,-0.215771,0.442127,-0.002001,,,
3006,25.050000,,,,-0.018147,1.024985,0.021658,1.864553,0.017765,0.351763,-0.219277,0.443353,-0.002484,,,
3007,25.058333,,,,-0.018084,1.025040,0.021695,1.865086,0.017876,0.351844,-0.222695,0.444346,-0.002945,,,
3008,25.066667,,,,-0.018088,1.025043,0.021696,1.864538,0.017779,0.351768,-0.225792,0.445526,-0.003366,,,
3009,25.075000,,,,-0.018070,1.025029,0.021737,1.864552,0.017771,0.351765,-0.228678,0.446605,-0.003776,,,
3010,25.083333,,,,-0.018084,1.025045,0.021691,1.864665,0.017700,0.351728,-0.231336,0.447374,-0.004022,,,
3011,25.091667,,,,-0.018081,1.025043,0.021695,1.864528,0.017796,0.351777,-0.233747,0.448370,-0.004345,,,
3012,25.100000,,,,-0.018142,1.024994,0.021660,1.864500,0.017801,0.351780,-0.235863,0.449287,-0.004606,,,
3013,25.108333,,,,-0.018143,1.024994,0.021658,1.864633,0.017712,0.351737,-0.238022,0.449897,-0.004934,,,
3014,25.116667,,,,-0.018143,1.024997,0.021657,1.864439,0.017797,0.351792,-0.239619,0.450595,-0.005032,,,
3015,25.125000,,,,-0.018089,1.025040,0.021695,1.864556,0.017762,0.351764,-0.241121,0.451136,-0.005198,,,
3016,25.133333,,,,-0.018081,1.025045,0.021693,1.865105,0.017847,0.351834,-0.242371,0.451717,-0.005363,,,
3017,25.141667,,,,-0.018080,1.025041,0.021692,1.864551,0.017768,0.351767,-0.243410,0.452003,-0.005407,,,
3018,25.150000,,,,-0.018093,1.025048,0.021699,1.865003,0.017915,0.351868,-0.244178,0.452374,-0.005397,,,
3019,25.158333,,,,-0.018093,1.025041,0.021691,1.865050,0.017865,0.351845,-0.244755,0.452583,-0.005414,,,
3020,25.166667,,,,-0.018143,1.024995,0.021665,1.865155,0.017819,0.351815,-0.245001,0.452702,-0.005395,,,
3021,25.175000,,,,-0.018085,1.025050,0.021701,1.865034,0.017885,0.351852,-0.245139,0.452799,-0.005352,,,
3022,25.183333,,,,-0.018089,1.025043,0.021694,1.865083,0.017872,0.351843,-0.244952,0.452666,-0.005272,,,
3023,25.191667,,,,-0.018090,1.025037,0.021695,1.864572,0.017737,0.351753,-0.244658,0.452471,-0.005146,,,
3024,25.200000,,,,-0.018144,1.024994,0.021660,1.864647,0.017720,0.351737,-0.244107,0.452263,-0.005007,,,
3025,25.208333,,,,-0.018088,1.025043,0.021690,1.864560,0.017754,0.351762,-0.243213,0.452044,-0.004880,,,
3026,25.216667,,,,-0.018089,1.025051,0.021693,1.864523,0.017791,0.351774,-0.242154,0.451578,-0.004598,,,
3027,25.225000,,,,-0.018127,1.024986,0.021701,1.865094,0.017848,0.351833,-0.240890,0.450978,-0.004404,,,
3028,25.233333,,,,-0.018144,1.024996,0.021663,1.864625,0.017738,0.351744,-0.239391,0.450317,-0.004067,,,
3029,25.241667,,,,-0.018132,1.024991,0.021703,1.864631,0.017722,0.351739,-0.237553,0.449678,-0.003602,,,
3030,25.250000,,,,-0.018083,1.025043,0.021690,1.865105,0.017850,0.351833,-0.235574,0.449032,-0.003321,,,
3031,25.258333,,,,-0.018081,1.025048,0.021696,1.864504,0.017787,0.351775,-0.233319,0.448133,-0.002856,,,
3032,25.266667,,,,-0.018087,1.025044,0.021694,1.864531,0.017769,0.351770,-0.231006,0.447214,-0.002400,,,
3033,25.275000,,,,-0.018089,1.025046,0.021701,1.865099,0.017856,0.351836,-0.227997,0.446320,-0.001760,,,
3034,25.283333,,,,-0.018149,1.024994,0.021663,1.865007,0.017901,0.351862,-0.225214,0.445267,-0.001290,,,
3035,25.291667,,,,-0.018140,1.024993,0.021662,1.864548,0.017761,0.351764,-0.222207,0.444126,-0.000867,,,
3036,25.300000,,,,-0.018087,1.025046,0.021695,1.865085,0.017869,0.351841,-0.218717,0.443001,-0.000156,,,
3037,25.308333,,,,-0.018077,1.025023,0.021736,1.865061,0.017863,0.351843,-0.215123,0.441858,0.000475,,,
3038,25.316667,,,,-0.018066,1.025028,0.021735,1.864486,0.017804,0.351786,-0.211322,0.440667,0.001105,,,
3039,25.325000,,,,-0.018075,1.025042,0.021696,1.864524,0.017772,0.351771,-0.207452,0.439214,0.001755,,,
3040,25.333333,,,,-0.018084,1.025045,0.021693,1.864536,0.017769,0.351766,-0.203223,0.438023,0.002587,,,
3041,25.341667,,,,-0.018080,1.025040,0.021695,1.864580,0.017764,0.351761,-0.198620,0.436708,0.003386,,,
3042,25.350000,,,,-0.018080,1.025043,0.021696,1.865009,0.017896,0.351860,-0.194162,0.435333,0.004131,,,
3043,25.358333,,,,-0.018083,1.025045,0.021695,1.864491,0.017797,0.351785,-0.189396,0.434031,0.004852,,,
3044,25.366667,,,,-0.018084,1.025043,0.021694,1.864475,0.017810,0.351789,-0.184224,0.432649,0.005822,,,
3045,25.375000,,,,-0.018079,1.025039,0.021697,1.864519,0.017774,0.351773,-0.179031,0.431280,0.006646,,,
3046,25.383333,,,,-0.018139,1.024990,0.021662,1.864492,0.017818,0.351788,-0.173880,0.429998,0.007452,,,
3047,25.391667,,,,-0.018085,1.025031,0.021696,1.864500,0.017809,0.351787,-0.168353,0.428575,0.008437,,,
3048,25.400000,,,,-0.018135,1.024990,0.021662,1.865026,0.017886,0.351854,-0.162643,0.427203,0.009338,,,
3049,25.408333,,,,-0.018084,1.025042,0.021694,1.864514,0.017781,0.351774,-0.156707,0.425885,0.010338,,,
3050,25.416667,,,,-0.018137,1.024989,0.021662,1.865018,0.017884,0.351857,-0.150720,0.424551,0.011315,,,
3051,25.425000,,,,-0.018081,1.025041,0.021701,1.864599,0.017735,0.351747,-0.144512,0.423444,0.012406,,,
3052,25.433333,,,,-0.018056,1.025029,0.021735,1.864556,0.017774,0.351767,-0.138265,0.422189,0.013266,,,
3053,25.441667,,,,-0.018081,1.025044,0.021698,1.864519,0.017800,0.351780,-0.131807,0.421077,0.014301,,,
3054,25.450000,,,,-0.018074,1.025039,0.021698,1.864947,0.017917,0.351874,-0.125256,0.419950,0.015406,,,
3055,25.458333,,,,-0.018073,1.025035,0.021700,1.864433,0.017820,0.351796,-0.118634,0.419005,0.016465,,,
3056,25.466667,,,,-0.018076,1.025037,0.021695,1.864957,0.017931,0.351880,-0.111781,0.417969,0.017624,,,
3057,25.475000,,,,-0.018057,1.025025,0.021731,1.865051,0.017881,0.351852,-0.104813,0.416855,0.018690,,,
3058,25.483333,,,,-0.018057,1.025024,0.021735,1.864507,0.017796,0.351782,-0.097814,0.416021,0.019749,,,
3059,25.491667,,,,-0.018074,1.025045,0.021699,1.865095,0.017847,0.351833,-0.090655,0.415431,0.020888,,,
3060,25.500000,,,,-0.018067,1.025040,0.021694,1.865038,0.017894,0.351856,-0.083549,0.414610,0.022052,,,
3061,25.508333,,,,-0.018070,1.025039,0.021694,1.864566,0.017758,0.351761,-0.076435,0.413964,0.023036,,,
3062,25.516667,,,,-0.018049,1.025029,0.021737,1.865069,0.017873,0.351844,-0.069030,0.413625,0.024246,,,
3063,25.525000,,,,-0.018067,1.025040,0.021689,1.864570,0.017756,0.351761,-0.061645,0.412980,0.025459,,,
3064,25.533333,,,,-0.018122,1.024989,0.021666,1.864492,0.017788,0.351781,-0.054283,0.412738,0.026521,,,
3065,25.541667,,,,-0.018069,1.025043,0.021696,1.864549,0.017777,0.351765,-0.046858,0.412353,0.027602,,,
3066,25.550000,,,,-0.018065,1.025045,0.021693,1.865132,0.017841,0.351827,-0.039217,0.412310,0.028869,,,
3067,25.558333,,,,-0.018064,1.025049,0.021700,1.864520,0.017796,0.351780,-0.031935,0.412144,0.029928,,,
3068,25.566667,,,,-0.018046,1.025030,0.021732,1.864605,0.017735,0.351750,-0.024495,0.412273,0.031017,,,
3069,25.575000,,,,-0.018065,1.025038,0.021692,1.865045,0.017895,0.351854,-0.017048,0.412368,0.032212,,,
3070,25.583333,,,,-0.018065,1.025041,0.021696,1.864580,0.017760,0.351757,-0.009632,0.412516,0.033338,,,
3071,25.591667,,,,-0.018115,1.024990,0.021661,1.865082,0.017873,0.351842,-0.002219,0.412939,0.034372,,,
3072,25.600000,,,,-0.018064,1.025040,0.021695,1.865108,0.017848,0.351833,0.005114,0.413260,0.035401,,,
3073,25.608333,,,,-0.018042,1.025027,0.021732,1.865033,0.017885,0.351855,0.012548,0.413740,0.036607,,,
3074,25.616667,,,,-0.018054,1.025046,0.021689,1.864608,0.017753,0.351751,0.019896,0.414326,0.037722,,,
3075,25.625000,,,,-0.018112,1.024990,0.021653,1.864967,0.017943,0.351880,0.027032,0.414840,0.038783,,,
3076,25.633333,,,,-0.018056,1.025042,0.021692,1.864557,0.017769,0.351765,0.034171,0.415599,0.039759,,,
3077,25.641667,,,,-0.018047,1.025042,0.021694,1.865031,0.017897,0.351858,0.041278,0.416449,0.040831,,,
3078,25.650000,,,,-0.018108,1.024995,0.021664,1.864527,0.017796,0.351778,0.048183,0.417228,0.041805,,,
3079,25.658333,,,,-0.018037,1.025033,0.021735,1.864638,0.017723,0.351740,0.055170,0.418261,0.042686,,,
3080,25.666667,,,,-0.018037,1.025032,0.021736,1.864481,0.017821,0.351791,0.061764,0.419145,0.043759,,,
3081,25.675000,,,,-0.018027,1.025033,0.021736,1.864578,0.017758,0.351758,0.068507,0.420283,0.044626,,,
3082,25.683333,,,,-0.018028,1.025026,0.021730,1.865094,0.017857,0.351836,0.075167,0.421365,0.045591,,,
3083,25.691667,,,,-0.018036,1.025036,0.021740,1.864588,0.017759,0.351756,0.081402,0.422478,0.046495,,,
3084,25.700000,,,,-0.018032,1.025032,0.021735,1.865042,0.017881,0.351849,0.087754,0.423731,0.047396,,,
3085,25.708333,,,,-0.018032,1.025037,0.021735,1.865114,0.017856,0.351832,0.093903,0.425032,0.048268,,,
3086,25.716667,,,,-0.018107,1.024999,0.021659,1.865135,0.017848,0.351826,0.099836,0.426226,0.049038,,,
3087,25.725000,,,,-0.018042,1.025046,0.021696,1.865067,0.017872,0.351846,0.105726,0.427586,0.049839,,,
3088,25.733333,,,,-0.018025,1.025034,0.021731,1.865164,0.017840,0.351821,0.111375,0.428931,0.050538,,,
3089,25.741667,,,,-0.018032,1.025037,0.021737,1.864636,0.017725,0.351738,0.116852,0.430250,0.051299,,,
3090,25.750000,,,,-0.018039,1.025048,0.021695,1.864556,0.017754,0.351760,0.122263,0.431596,0.052011,,,
3091,25.758333,,,,-0.018044,1.025056,0.021695,1.865155,0.017826,0.351815,0.127487,0.432925,0.052692,,,
3092,25.766667,,,,-0.018016,1.025042,0.021730,1.864638,0.017743,0.351746,0.132492,0.434363,0.053425,,,
3093,25.775000,,,,-0.018042,1.025050,0.021695,1.865130,0.017852,0.351829,0.137196,0.435716,0.054041,,,
3094,25.783333,,,,-0.018043,1.025055,0.021696,1.865121,0.017853,0.351831,0.141809,0.437075,0.054706,,,
3095,25.791667,,,,-0.018039,1.025053,0.021688,1.865126,0.017839,0.351827,0.146224,0.438334,0.055174,,,
3096,25.800000,,,,-0.018023,1.025043,0.021729,1.864573,0.017767,0.351761,0.150550,0.439825,0.055814,,,
3097,25.808333,,,,-0.018099,1.025001,0.021661,1.865035,0.017893,0.351856,0.154451,0.441027,0.056070,,,
3098,25.816667,,,,-0.018041,1.025056,0.021694,1.865168,0.017824,0.351816,0.158297,0.442258,0.056578,,,
3099,25.825000,,,,-0.018032,1.025044,0.021735,1.864555,0.017797,0.351772,0.161866,0.443525,0.057015,,,
3100,25.833333,,,,-0.018040,1.025059,0.021699,1.864612,0.017769,0.351756,0.165312,0.444676,0.057421,,,
3101,25.841667,,,,-0.018047,1.025057,0.021695,1.864528,0.017789,0.351775,0.168717,0.445639,0.057897,,,
3102,25.850000,,,,-0.018043,1.025054,0.021696,1.864653,0.017714,0.351735,0.171478,0.446782,0.058100,,,
3103,25.858333,,,,-0.018018,1.025047,0.021734,1.864501,0.017808,0.351783,0.174256,0.447584,0.058567,,,
3104,25.866667,,,,-0.018027,1.025040,0.021739,1.865086,0.017879,0.351842,0.176651,0.448616,0.058718,,,
3105,25.875000,,,,-0.018030,1.025043,0.021734,1.865115,0.017867,0.351834,0.178874,0.449352,0.058943,,,
3106,25.883333,,,,-0.018024,1.025040,0.021739,1.864550,0.017776,0.351767,0.180632,0.450059,0.059095,,,
3107,25.891667,,,,-0.018027,1.025047,0.021740,1.864543,0.017784,0.351770,0.182641,0.450730,0.059211,,,
3108,25.900000,,,,-0.018043,1.025058,0.021695,1.864552,0.017772,0.351765,0.184616,0.451640,0.059670,,,
3109,25.908333,,,,-0.018026,1.025039,0.021737,1.865130,0.017854,0.351831,0.186093,0.452168,0.059688,,,
3110,25.916667,,,,-0.018026,1.025049,0.021737,1.864992,0.017916,0.351869,0.187388,0.452655,0.059732,,,
3111,25.925000,,,,-0.018021,1.025046,0.021738,1.864567,0.017760,0.351761,0.188450,0.453143,0.059787,,,
3112,25.933333,,,,-0.018025,1.025049,0.021742,1.865041,0.017903,0.351855,0.189276,0.453477,0.059841,,,
3113,25.941667,,,,-0.018042,1.025060,0.021698,1.864639,0.017721,0.351738,0.189721,0.453713,0.059821,,,
3114,25.950000,,,,-0.018035,1.025058,0.021701,1.864568,0.017745,0.351756,0.190010,0.453848,0.059816,,,
3115,25.958333,,,,-0.018045,1.025056,0.021702,1.864540,0.017776,0.351769,0.190131,0.453843,0.059727,,,
3116,25.966667,,,,-0.018042,1.025063,0.021699,1.864525,0.017802,0.351777,0.190018,0.453791,0.059614,,,
3117,25.975000,,,,-0.018042,1.025051,0.021699,1.864599,0.017736,0.351749,0.189714,0.453672,0.059534,,,
3118,25.983333,,,,-0.018039,1.025062,0.021701,1.865107,0.017844,0.351829,0.189205,0.453398,0.059336,,,
3119,25.991667,,,,-0.018025,1.025038,0.021736,1.865170,0.017827,0.351816,0.188509,0.452985,0.059163,,,
3120,26.000000,,,,-0.018043,1.025058,0.021695,1.864558,0.017771,0.351765,0.187492,0.452635,0.058898,,,
3121,26.008333,,,,-0.018040,1.025058,0.021696,1.865079,0.017875,0.351843,0.186261,0.452157,0.058667,,,
3122,26.016667,,,,-0.018024,1.025045,0.021738,1.864548,0.017790,0.351772,0.184705,0.451575,0.058253,,,
3123,26.025000,,,,-0.018028,1.025045,0.021738,1.864553,0.017767,0.351767,0.182787,0.450567,0.057827,,,
3124,26.033333,,,,-0.018034,1.025064,0.021693,1.865114,0.017869,0.351834,0.180872,0.449907,0.057402,,,
3125,26.041667,,,,-0.018026,1.025043,0.021734,1.865132,0.017843,0.351828,0.179076,0.449276,0.057205,,,
3126,26.050000,,,,-0.018039,1.025054,0.021693,1.864578,0.017762,0.351757,0.176838,0.448495,0.056681,,,
3127,26.058333,,,,-0.018028,1.025038,0.021737,1.865085,0.017854,0.351838,0.174367,0.447569,0.056283,,,
3128,26.066667,,,,-0.018032,1.025062,0.021697,1.865131,0.017846,0.351827,0.171726,0.446630,0.055836,,,
3129,26.075000,,,,-0.018025,1.025034,0.021731,1.865089,0.017843,0.351833,0.168915,0.445600,0.055340,,,
3130,26.083333,,,,-0.018046,1.025059,0.021697,1.864627,0.017737,0.351746,0.165554,0.444508,0.054850,,,
3131,26.091667,,,,-0.018045,1.025050,0.021692,1.865079,0.017875,0.351843,0.162322,0.443349,0.054305,,,
3132,26.100000,,,,-0.018033,1.025043,0.021739,1.864703,0.017685,0.351721,0.158754,0.442051,0.053753,,,
3133,26.108333,,,,-0.018049,1.025050,0.021702,1.864506,0.017797,0.351781,0.155012,0.440956,0.053010,,,
3134,26.116667,,,,-0.018045,1.025056,0.021697,1.864588,0.017770,0.351760,0.150977,0.439703,0.052437,,,
3135,26.125000,,,,-0.018032,1.025042,0.021741,1.865122,0.017858,0.351833,0.146722,0.438319,0.051718,,,
3136,26.133333,,,,-0.018047,1.025053,0.021699,1.864578,0.017762,0.351760,0.142347,0.436935,0.051070,,,
3137,26.141667,,,,-0.018047,1.025051,0.021694,1.864535,0.017786,0.351774,0.137817,0.435609,0.050338,,,
3138,26.150000,,,,-0.018030,1.025039,0.021739,1.864528,0.017798,0.351774,0.133193,0.434391,0.049688,,,
3139,26.158333,,,,-0.018049,1.025058,0.021692,1.865106,0.017865,0.351839,0.128259,0.432870,0.048908,,,
3140,26.166667,,,,-0.018048,1.025055,0.021701,1.864571,0.017761,0.351761,0.123094,0.431519,0.048200,,,
3141,26.175000,,,,-0.018048,1.025050,0.021701,1.864530,0.017790,0.351772,0.117901,0.430277,0.047254,,,
3142,26.183333,,,,-0.018052,1.025052,0.021699,1.865056,0.017877,0.351847,0.112470,0.428846,0.046466,,,
3143,26.191667,,,,-0.018048,1.025049,0.021692,1.865184,0.017830,0.351815,0.106910,0.427662,0.045589,,,
3144,26.200000,,,,-0.018042,1.025038,0.021736,1.865054,0.017880,0.351849,0.101195,0.426324,0.044768,,,
3145,26.208333,,,,-0.018056,1.025050,0.021695,1.864522,0.017800,0.351780,0.095433,0.425125,0.043857,,,
3146,26.216667,,,,-0.018032,1.025035,0.021737,1.865137,0.017837,0.351824,0.089373,0.423852,0.043021,,,
3147,26.225000,,,,-0.018061,1.025049,0.021697,1.864570,0.017776,0.351764,0.083389,0.422626,0.041976,,,
3148,26.233333,,,,-0.018037,1.025042,0.021736,1.865116,0.017863,0.351835,0.076888,0.421507,0.041051,,,
3149,26.241667,,,,-0.018059,1.025051,0.021694,1.864496,0.017812,0.351786,0.070633,0.420454,0.040080,,,
3150,26.250000,,,,-0.018059,1.025046,0.021693,1.865108,0.017855,0.351834,0.064203,0.419337,0.039123,,,
3151,26.258333,,,,-0.018053,1.025052,0.021698,1.865169,0.017834,0.351821,0.057445,0.418413,0.038103,,,
3152,26.266667,,,,-0.018039,1.025037,0.021735,1.864496,0.017815,0.351785,0.050929,0.417440,0.037005,,,
3153,26.275000,,,,-0.018040,1.025037,0.021737,1.864623,0.017720,0.351743,0.044047,0.416490,0.036091,,,
3154,26.283333,,,,-0.018041,1.025030,0.021736,1.865101,0.017866,0.351837,0.037238,0.415843,0.035059,,,
3155,26.291667,,,,-0.018038,1.025034,0.021736,1.864540,0.017795,0.351772,0.030329,0.415000,0.034021,,,
3156,26.300000,,,,-0.018095,1.024981,0.021701,1.864534,0.017802,0.351776,0.023236,0.414370,0.032883,,,
3157,26.308333,,,,-0.018046,1.025029,0.021736,1.865046,0.017910,0.351862,0.016276,0.413868,0.031894,,,
3158,26.316667,,,,-0.018041,1.025038,0.021738,1.864654,0.017719,0.351737,0.009215,0.413344,0.030816,,,
3159,26.325000,,,,-0.018056,1.025047,0.021696,1.864593,0.017767,0.351758,0.002086,0.412840,0.029777,,,
3160,26.333333,,,,-0.018063,1.025050,0.021699,1.864532,0.017787,0.351773,-0.005064,0.412657,0.028668,,,
3161,26.341667,,,,-0.018060,1.025047,0.021692,1.864505,0.017799,0.351780,-0.012240,0.412397,0.027634,,,
3162,26.350000,,,,-0.018041,1.025037,0.021740,1.865215,0.017799,0.351802,-0.019390,0.412257,0.026636,,,
3163,26.358333,,,,-0.018101,1.024977,0.021705,1.865118,0.017851,0.351831,-0.026636,0.412115,0.025407,,,
3164,26.366667,,,,-0.018061,1.025045,0.021698,1.865044,0.017905,0.351856,-0.033678,0.412291,0.024400,,,
3165,26.375000,,,,-0.018066,1.025044,0.021695,1.864590,0.017765,0.351758,-0.040791,0.412268,0.023361,,,
3166,26.383333,,,,-0.018121,1.024993,0.021661,1.865142,0.017838,0.351824,-0.047916,0.412399,0.022318,,,
3167,26.391667,,,,-0.018065,1.025045,0.021699,1.865143,0.017843,0.351824,-0.054903,0.412783,0.021279,,,
3168,26.400000,,,,-0.018047,1.025034,0.021736,1.864557,0.017777,0.351767,-0.062094,0.413173,0.020147,,,
3169,26.408333,,,,-0.018046,1.025031,0.021734,1.865060,0.017869,0.351845,-0.069106,0.413705,0.019047,,,
3170,26.416667,,,,-0.018065,1.025042,0.021699,1.865074,0.017876,0.351846,-0.075955,0.414046,0.018076,,,
3171,26.425000,,,,-0.018070,1.025045,0.021698,1.865057,0.017893,0.351852,-0.082771,0.414691,0.017012,,,
3172,26.433333,,,,-0.018066,1.025040,0.021697,1.865069,0.017878,0.351845,-0.089428,0.415292,0.016065,,,
3173,26.441667,,,,-0.018118,1.024990,0.021657,1.864555,0.017762,0.351765,-0.096044,0.416021,0.015131,,,
