"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.526844192E1,-5.350174255E0,3.747457123E0,7.645650787E0,1.005603179E1
2.527846792E1,-5.293142853E0,3.700903931E0,7.575596466E0,9.955084780E0
2.528849392E1,-5.260810089E0,3.667074280E0,7.534731445E0,9.894227333E0
2.529851892E1,-5.261558533E0,3.639082489E0,7.510781250E0,9.866040469E0
2.530854492E1,-5.272934875E0,3.634891205E0,7.537276154E0,9.890743556E0
2.531857092E1,-5.303770752E0,3.640130310E0,7.579638062E0,9.941400606E0
2.532859592E1,-5.313500519E0,3.626957703E0,7.588320007E0,9.948402408E0
2.533862192E1,-5.310057678E0,3.608096924E0,7.589966583E0,9.940959143E0
2.534864792E1,-5.297483826E0,3.581751709E0,7.567064209E0,9.907206515E0
2.535867392E1,-5.287005615E0,3.556604004E0,7.543563080E0,9.874573629E0
2.536869892E1,-5.300776978E0,3.555556183E0,7.564669189E0,9.897698535E0
2.537872492E1,-5.280269623E0,3.537144470E0,7.532186737E0,9.855276522E0
2.538875092E1,-5.246739349E0,3.484903107E0,7.483837280E0,9.781648322E0
2.539877592E1,-5.214406586E0,3.453468475E0,7.447612610E0,9.725400462E0
2.540880192E1,-5.184019775E0,3.434907074E0,7.391928406E0,9.659878529E0
2.541882792E1,-5.154381409E0,3.403023376E0,7.357799377E0,9.606530460E0
2.542885392E1,-5.167404327E0,3.407214661E0,7.363786926E0,9.619591318E0
2.543887892E1,-5.184917908E0,3.409759369E0,7.403753815E0,9.660507399E0
2.544890492E1,-5.174439697E0,3.404969330E0,7.395970001E0,9.647228337E0
2.545893092E1,-5.180277557E0,3.411555634E0,7.414830780E0,9.667145541E0
2.546895592E1,-5.200186157E0,3.416794739E0,7.442223816E0,9.700676146E0
2.547898192E1,-5.198240204E0,3.425626373E0,7.448061676E0,9.707226174E0
2.548900792E1,-5.188211060E0,3.421884155E0,7.437733154E0,9.692610569E0
2.549903392E1,-5.166356506E0,3.414399719E0,7.400760040E0,9.649902288E0
2.550905892E1,-5.159620514E0,3.426823883E0,7.399562531E0,9.649784009E0
2.551908492E1,-5.199138336E0,3.460354156E0,7.458390198E0,9.727932703E0
2.552911092E1,-5.237308960E0,3.499273224E0,7.526049500E0,9.814058249E0
2.553913692E1,-5.255720673E0,3.520678711E0,7.563920746E0,9.860561618E0
2.554916192E1,-5.263654175E0,3.543431396E0,7.566914520E0,9.875229450E0
2.555918792E1,-5.271437988E0,3.552562408E0,7.566465454E0,9.882315397E0
2.556921392E1,-5.286406860E0,3.587888947E0,7.617658997E0,9.942221742E0
2.557923892E1,-5.336402893E0,3.631598053E0,7.689210205E0,1.003940505E1
2.558926492E1,-5.344935150E0,3.654051361E0,7.698490906E0,1.005918413E1
2.559929092E1,-5.331762543E0,3.671864319E0,7.683222656E0,1.004699904E1
2.560931592E1,-5.326673126E0,3.703897705E0,7.698640594E0,1.006783849E1
2.561934192E1,-5.354066162E0,3.719914398E0,7.723788300E0,1.010745731E1
2.562936792E1,-5.369035034E0,3.741469574E0,7.745193787E0,1.013968237E1
2.563939392E1,-5.382207642E0,3.778143311E0,7.778125305E0,1.018536986E1
2.564941892E1,-5.409900055E0,3.814068604E0,7.822283478E0,1.024706088E1
2.565944492E1,-5.413193207E0,3.825594635E0,7.814050598E0,1.024681520E1
2.566947092E1,-5.371130676E0,3.815266113E0,7.766299896E0,1.018433672E1
2.567949692E1,-5.348228302E0,3.822002106E0,7.732021179E0,1.014866482E1
2.568952192E1,-5.374423828E0,3.839815063E0,7.764952698E0,1.019426808E1
2.569954792E1,-5.375471649E0,3.854334869E0,7.767347717E0,1.020212151E1
2.570957392E1,-5.331612854E0,3.842060394E0,7.698490906E0,1.012197046E1
2.571959892E1,-5.295687561E0,3.810775452E0,7.657326508E0,1.005986906E1
2.572962492E1,-5.264851685E0,3.789220276E0,7.586224365E0,9.981365321E0
2.573965092E1,-5.230273590E0,3.785328369E0,7.554041290E0,9.937203455E0
2.574967692E1,-5.198090515E0,3.758534088E0,7.502099304E0,9.870573310E0
2.575970192E1,-5.156776428E0,3.730841675E0,7.438930664E0,9.790261087E0
2.576972792E1,-5.102289734E0,3.691922607E0,7.375762024E0,9.698737985E0
2.577975392E1,-5.094056854E0,3.697311401E0,7.364535370E0,9.687925890E0
2.578977892E1,-5.108576660E0,3.706741791E0,7.397766266E0,9.724424709E0
2.579980492E1,-5.091212769E0,3.688330078E0,7.366032257E0,9.684144641E0
2.580983092E1,-5.099595337E0,3.693269806E0,7.354805603E0,9.681904767E0
2.581985692E1,-5.136718140E0,3.712879028E0,7.417824554E0,9.756816338E0
2.582988192E1,-5.144352264E0,3.722608795E0,7.423213348E0,9.768637207E0
2.583990792E1,-5.100942535E0,3.701502686E0,7.370971985E0,9.698039229E0
2.584993392E1,-5.095553741E0,3.696413269E0,7.349117432E0,9.676655725E0
2.585995892E1,-5.082830200E0,3.679348755E0,7.322472839E0,9.643203751E0
2.586998492E1,-5.080135803E0,3.689228210E0,7.333100739E0,9.653628904E0
2.588000704E1,-5.089715881E0,3.699257355E0,7.346572723E0,9.672737126E0
2.589003304E1,-5.096900940E0,3.700903931E0,7.345524902E0,9.676353920E0
2.590005804E1,-5.093009033E0,3.711232452E0,7.338339844E0,9.672808227E0
2.591008404E1,-5.075046387E0,3.700155487E0,7.319029999E0,9.644451596E0
2.592011004E1,-5.080435181E0,3.713328094E0,7.329508209E0,9.660295945E0
2.593013504E1,-5.098547516E0,3.731290741E0,7.346273346E0,9.689450420E0
2.594016104E1,-5.085524597E0,3.735032959E0,7.341034241E0,9.680073107E0
2.595018704E1,-5.069208527E0,3.729494476E0,7.310048676E0,9.645870400E0
2.596021304E1,-5.043312378E0,3.700754242E0,7.273973694E0,9.593814413E0
2.597023804E1,-5.005141754E0,3.695365448E0,7.213649139E0,9.525959462E0
2.598026404E1,-5.011877747E0,3.706891479E0,7.229965210E0,9.546327038E0
2.599029004E1,-5.039420471E0,3.719016266E0,7.265441437E0,9.592365711E0
2.600031504E1,-5.078489227E0,3.751199341E0,7.304061127E0,9.654628852E0
2.601034104E1,-5.110971680E0,3.785927124E0,7.366181946E0,9.732210035E0
2.602036704E1,-5.133874054E0,3.801195374E0,7.398814087E0,9.774875905E0
2.603039304E1,-5.135370941E0,3.801644440E0,7.403005371E0,9.779009340E0
2.604041804E1,-5.135370941E0,3.814068604E0,7.385342102E0,9.770487807E0
2.605044404E1,-5.131778412E0,3.814517670E0,7.382348328E0,9.766512251E0
2.606047004E1,-5.176535339E0,3.843557281E0,7.452103271E0,9.854100358E0
2.607049604E1,-5.235363007E0,3.895798645E0,7.545209656E0,9.975793785E0
2.608052104E1,-5.253325653E0,3.908671875E0,7.559280396E0,1.000089328E1
2.609054704E1,-5.259013824E0,3.895499268E0,7.543862457E0,9.987091755E0
2.610057304E1,-5.225184174E0,3.880231018E0,7.516918488E0,9.942977720E0
2.611059804E1,-5.209766235E0,3.869154053E0,7.490124207E0,9.910296562E0
2.612062404E1,-5.211712189E0,3.867657166E0,7.477999420E0,9.901575189E0
2.613065004E1,-5.246589661E0,3.882476349E0,7.527097321E0,9.962806820E0
2.614067504E1,-5.280868378E0,3.905229034E0,7.571405182E0,1.002320114E1
2.615070104E1,-5.268444214E0,3.886817322E0,7.575147400E0,1.001232797E1
2.616072704E1,-5.249583435E0,3.870201874E0,7.532486115E0,9.963680838E0
2.617075304E1,-5.255421295E0,3.864064636E0,7.541317749E0,9.971054202E0
2.618077804E1,-5.288352814E0,3.886368256E0,7.600594482E0,1.004189077E1
2.619080404E1,-5.323829041E0,3.886967010E0,7.639513550E0,1.009028421E1
2.620083004E1,-5.331163788E0,3.872596893E0,7.641609192E0,1.009021829E1
2.621085604E1,-5.313350830E0,3.853137360E0,7.613467712E0,1.005202742E1
2.622088104E1,-5.301525421E0,3.830085297E0,7.600444794E0,1.002708762E1
2.623090704E1,-5.299878845E0,3.808380432E0,7.602241058E0,1.001930868E1
2.624093304E1,-5.327571259E0,3.804937592E0,7.626790009E0,1.005129302E1
2.625095804E1,-5.341641998E0,3.798650665E0,7.655979309E0,1.007853686E1
2.626098404E1,-5.353766785E0,3.791615295E0,7.677983551E0,1.009903940E1
2.627101004E1,-5.386997681E0,3.793411560E0,7.721093903E0,1.015012346E1
2.628103604E1,-5.394182739E0,3.774251404E0,7.725734253E0,1.015032762E1
2.629106104E1,-5.365741882E0,3.742667084E0,7.699838104E0,1.010377403E1
2.630108704E1,-5.353617096E0,3.718118134E0,7.678133240E0,1.007171031E1
2.631111304E1,-5.360053711E0,3.703897705E0,7.672594757E0,1.006567158E1
2.632113804E1,-5.372028809E0,3.700454865E0,7.690108337E0,1.008413734E1
2.633116404E1,-5.375920715E0,3.681893463E0,7.691305847E0,1.008032979E1
2.634119004E1,-5.337899780E0,3.643273773E0,7.630532227E0,9.999581987E0
2.635121604E1,-5.303022308E0,3.621568909E0,7.588170319E0,9.940731148E0
2.636124104E1,-5.308261414E0,3.619024200E0,7.602390747E0,9.953457714E0
2.637126704E1,-5.351371765E0,3.636238403E0,7.659571838E0,1.002638770E1
2.638129304E1,-5.337450714E0,3.629352722E0,7.657925262E0,1.001520847E1
2.639131804E1,-5.290298767E0,3.592080231E0,7.583679657E0,9.919803353E0
2.640134404E1,-5.249882812E0,3.569926300E0,7.522456970E0,9.843424313E0
2.641137004E1,-5.250481567E0,3.562591553E0,7.507188721E0,9.829420011E0
2.642139604E1,-5.230273590E0,3.562591553E0,7.506290588E0,9.817953901E0
2.643142104E1,-5.217849426E0,3.551813965E0,7.481591949E0,9.788541933E0
2.644144704E1,-5.195545807E0,3.536396027E0,7.442972260E0,9.741541415E0
2.645147304E1,-5.186564484E0,3.537593536E0,7.443571014E0,9.737646975E0
2.646149804E1,-5.206922150E0,3.557053070E0,7.485034790E0,9.787257564E0
2.647152404E1,-5.255720673E0,3.598666534E0,7.558531952E0,9.884553904E0
2.648155004E1,-5.291795654E0,3.617677002E0,7.609126740E0,9.949346605E0
2.649157604E1,-5.285059662E0,3.625760193E0,7.604187012E0,9.944931006E0
2.650160104E1,-5.270240479E0,3.622167664E0,7.578739929E0,9.916291252E0
2.651162704E1,-5.228776703E0,3.586242371E0,7.506889343E0,9.826221439E0
2.652165304E1,-5.230722656E0,3.597169647E0,7.526049500E0,9.845887977E0
2.653167804E1,-5.302124176E0,3.645369415E0,7.628735962E0,9.979922411E0
2.654170404E1,-5.332660675E0,3.671864319E0,7.669900360E0,1.003729191E1
2.655173004E1,-5.335055695E0,3.673361206E0,7.660020905E0,1.003156628E1
2.656175604E1,-5.305716705E0,3.665876770E0,7.643854523E0,1.000088967E1
2.657178104E1,-5.264701996E0,3.640878754E0,7.576195221E0,9.918256864E0
2.658180704E1,-5.205425262E0,3.607797546E0,7.496411133E0,9.813706495E0
2.659183304E1,-5.213658142E0,3.611839142E0,7.502698059E0,9.824362136E0
2.660185804E1,-5.217849426E0,3.620371399E0,7.502698059E0,9.829726337E0
2.661188404E1,-5.181325378E0,3.597319336E0,7.458240509E0,9.767916388E0
2.662191004E1,-5.136867828E0,3.568878479E0,7.407645721E0,9.695231808E0
2.663193604E1,-5.126239929E0,3.558250580E0,7.382647705E0,9.666590409E0
2.664196104E1,-5.132975922E0,3.562591553E0,7.385192413E0,9.673704945E0
2.665198704E1,-5.124293976E0,3.568429413E0,7.385342102E0,9.671367803E0
2.666201304E1,-5.114264832E0,3.550317078E0,7.364385681E0,9.643372469E0
2.667203804E1,-5.105732574E0,3.543730774E0,7.360344086E0,9.633337842E0
2.668206404E1,-5.126090240E0,3.561543732E0,7.383096771E0,9.668066655E0
2.669209004E1,-5.099146271E0,3.550017700E0,7.364834747E0,9.635595945E0
2.670211604E1,-5.070855103E0,3.519780579E0,7.315138092E0,9.571503126E0
2.671214104E1,-5.022056580E0,3.488495636E0,7.246730347E0,9.481864522E0
2.672216704E1,-5.010829926E0,3.479214935E0,7.233408051E0,9.462322396E0
2.673219304E1,-5.059329071E0,3.517834625E0,7.300468597E0,9.553471246E0
2.674221804E1,-5.113815765E0,3.545676727E0,7.372468872E0,9.647602418E0
2.675224404E1,-5.100493469E0,3.547023926E0,7.364834747E0,9.635206444E0
2.676227004E1,-5.085374908E0,3.537892914E0,7.340734863E0,9.605420999E0
2.677229604E1,-5.075944519E0,3.529660034E0,7.337741089E0,9.595111099E0
2.678232104E1,-5.083279266E0,3.545527039E0,7.341183929E0,9.607469571E0
2.679234704E1,-5.079537048E0,3.541784821E0,7.328610077E0,9.594501655E0
2.680237304E1,-5.053640900E0,3.535797272E0,7.306156769E0,9.561436891E0
2.681239804E1,-5.032983856E0,3.533701630E0,7.289541321E0,9.537053338E0
2.682242404E1,-5.053042145E0,3.553310852E0,7.301366730E0,9.563953631E0
2.683245004E1,-5.113666077E0,3.607947235E0,7.388036499E0,9.682455644E0
2.684247604E1,-5.155878296E0,3.650458832E0,7.455246735E0,9.771879786E0
2.685250104E1,-5.164260864E0,3.667223969E0,7.479196930E0,9.800842241E0
2.686252704E1,-5.171146545E0,3.691024475E0,7.496560822E0,9.826639427E0
2.687255304E1,-5.186564484E0,3.710184631E0,7.519912262E0,9.859766811E0
2.688257842E1,-5.197342072E0,3.733087006E0,7.535779266E0,9.886165705E0
2.689260442E1,-5.191953278E0,3.739074554E0,7.520810394E0,9.874190921E0
2.690263042E1,-5.208868103E0,3.762875061E0,7.555238800E0,9.918324907E0
2.691265642E1,-5.248236237E0,3.798201599E0,7.586374054E0,9.976141051E0
2.692268142E1,-5.244943085E0,3.804039459E0,7.585775299E0,9.976178179E0
2.693270742E1,-5.222489777E0,3.816014557E0,7.566465454E0,9.954283803E0
2.694273342E1,-5.212310944E0,3.826642456E0,7.570507050E0,9.956101388E0
2.695275842E1,-5.240153046E0,3.851341095E0,7.610473938E0,1.001056171E1
2.696278442E1,-5.263354797E0,3.861819305E0,7.627239075E0,1.003948843E1
2.697281042E1,-5.256918182E0,3.867956543E0,7.615713043E0,1.002972391E1
2.698283642E1,-5.240751801E0,3.870950317E0,7.603737946E0,1.001331946E1
2.699286142E1,-5.249284058E0,3.875440979E0,7.597151642E0,1.001452640E1
2.700288742E1,-5.259911957E0,3.892206116E0,7.611821136E0,1.003771703E1
2.701291342E1,-5.275629272E0,3.910917206E0,7.626640320E0,1.006445131E1
2.702293842E1,-5.293442230E0,3.920946350E0,7.635022888E0,1.008404311E1
2.703296442E1,-5.254672852E0,3.898193665E0,7.585326233E0,1.001721891E1
2.704299042E1,-5.195396118E0,3.845652924E0,7.524103546E0,9.919340775E0
2.705301642E1,-5.225483551E0,3.872447205E0,7.553292847E0,9.967635553E0
2.706304142E1,-5.301226044E0,3.930376740E0,7.673343201E0,1.012082283E1
2.707306742E1,-5.323080597E0,3.941902771E0,7.715555420E0,1.016875508E1
2.708309342E1,-5.279820557E0,3.906576233E0,7.630831604E0,1.006813955E1
2.709311842E1,-5.221441956E0,3.854484558E0,7.566615143E0,9.968659490E0
2.710314442E1,-5.239853668E0,3.870501251E0,7.586374054E0,9.999495872E0
2.711317042E1,-5.267396393E0,3.880829773E0,7.621550903E0,1.004461760E1
2.712319642E1,-5.249433746E0,3.857628021E0,7.596552887E0,1.000727058E1
2.713322142E1,-5.248984680E0,3.856280823E0,7.608078918E0,1.001526868E1
2.714324742E1,-5.255271606E0,3.849544830E0,7.605234833E0,1.001381405E1
2.715327342E1,-5.271437988E0,3.848347321E0,7.609426117E0,1.002502875E1
2.716329842E1,-5.298980713E0,3.854334869E0,7.642207947E0,1.006669937E1
2.717332442E1,-5.312153320E0,3.849095764E0,7.665858765E0,1.008959373E1
2.718335042E1,-5.314548340E0,3.856280823E0,7.680378571E0,1.010462967E1
2.719337642E1,-5.294939117E0,3.829935608E0,7.667205963E0,1.007426594E1
2.720340142E1,-5.304968262E0,3.819307709E0,7.658224640E0,1.006867440E1
2.721342742E1,-5.297334137E0,3.805536346E0,7.655979309E0,1.005772713E1
2.722345342E1,-5.281916199E0,3.780238953E0,7.624694366E0,1.001622731E1
2.723347842E1,-5.247487793E0,3.750750275E0,7.566465454E0,9.942618127E0
2.724350442E1,-5.231022034E0,3.741469574E0,7.551795959E0,9.919264504E0
2.725353042E1,-5.233716431E0,3.728895721E0,7.566465454E0,9.927126999E0
2.726355642E1,-5.232518921E0,3.722608795E0,7.554640045E0,9.915122627E0
2.727358142E1,-5.222190399E0,3.713328094E0,7.544610901E0,9.898546951E0
2.728360742E1,-5.205574951E0,3.689527588E0,7.511978760E0,9.855985455E0
2.729363342E1,-5.157674561E0,3.656147003E0,7.454947357E0,9.774725463E0
2.730365842E1,-5.108277283E0,3.626059570E0,7.369175720E0,9.671998532E0
2.731368442E1,-5.121599579E0,3.638034668E0,7.393425293E0,9.702000621E0
2.732371042E1,-5.182822266E0,3.671564941E0,7.463629303E0,9.800397856E0
2.733373542E1,-5.199138336E0,3.687431946E0,7.501500549E0,9.843815535E0
2.734376142E1,-5.195096741E0,3.686683502E0,7.504344635E0,9.843569159E0
2.735378742E1,-5.181175690E0,3.671415253E0,7.464826813E0,9.800383198E0
2.736381342E1,-5.173242188E0,3.661984863E0,7.454498291E0,9.784789862E0
2.737383842E1,-5.160368958E0,3.667822723E0,7.442523193E0,9.771053310E0
2.738386442E1,-5.173840942E0,3.674858093E0,7.466323700E0,9.798938805E0
2.739389042E1,-5.218597870E0,3.696263580E0,7.528145142E0,9.877707095E0
2.740391542E1,-5.201533356E0,3.686384125E0,7.514074402E0,9.854272742E0
2.741394142E1,-5.168751526E0,3.664230194E0,7.451953583E0,9.781318288E0
2.742396742E1,-5.162165222E0,3.663481750E0,7.443720703E0,9.771285802E0
2.743399342E1,-5.159171448E0,3.645818481E0,7.439230042E0,9.759671410E0
2.744401842E1,-5.195096741E0,3.682941284E0,7.493417358E0,9.833839045E0
2.745404442E1,-5.226231995E0,3.710933075E0,7.538473663E0,9.895105372E0
2.746407042E1,-5.205874329E0,3.689527588E0,7.516319733E0,9.859452504E0
2.747409542E1,-5.147046661E0,3.640130310E0,7.420818329E0,9.737103403E0
2.748412142E1,-5.040617981E0,3.553011475E0,7.253017273E0,9.520398087E0
2.749414742E1,-5.015470276E0,3.536845093E0,7.222331085E0,9.477672795E0
2.750417342E1,-5.099894714E0,3.595822449E0,7.341932373E0,9.635498749E0
2.751419842E1,-5.173541565E0,3.644022217E0,7.467670898E0,9.788285799E0
2.752422442E1,-5.217849426E0,3.667074280E0,7.527995453E0,9.866311466E0
2.753425042E1,-5.180277557E0,3.622766418E0,7.465126190E0,9.782015188E0
2.754427542E1,-5.106630707E0,3.558849335E0,7.343728638E0,9.626704320E0
2.755430142E1,-5.067412262E0,3.535946960E0,7.294780426E0,9.560094634E0
2.756432742E1,-5.087620239E0,3.544778595E0,7.313192139E0,9.588123604E0
2.757435342E1,-5.130131836E0,3.570225677E0,7.402705994E0,9.688385834E0
2.758437842E1,-5.154231720E0,3.578608246E0,7.439679108E0,9.732490268E0
2.759440442E1,-5.142106934E0,3.555556183E0,7.411986694E0,9.696431830E0
2.760443042E1,-5.119653625E0,3.530707855E0,7.382198639E0,9.652647717E0
2.761445542E1,-5.118905182E0,3.521427155E0,7.367678833E0,9.637755488E0
2.762448142E1,-5.143005066E0,3.522474976E0,7.397017822E0,9.673376025E0
2.763450742E1,-5.142106934E0,3.526666260E0,7.411238251E0,9.685302836E0
2.764453342E1,-5.120102692E0,3.507506104E0,7.372468872E0,9.636978152E0
2.765455842E1,-5.119953003E0,3.497926025E0,7.370073853E0,9.631583142E0
2.766458442E1,-5.153632965E0,3.513044586E0,7.427105255E0,9.698623999E0
2.767461042E1,-5.183720398E0,3.534300385E0,7.479496307E0,9.762433169E0
2.768463542E1,-5.193450165E0,3.531306610E0,7.479795685E0,9.766749432E0
2.769466142E1,-5.177433472E0,3.511847076E0,7.459438019E0,9.735610037E0
2.770468742E1,-5.150040436E0,3.502865753E0,7.444618835E0,9.706458395E0
2.771471342E1,-5.159470825E0,3.509901123E0,7.435188446E0,9.706779709E0
2.772473842E1,-5.198240204E0,3.530558167E0,7.499255219E0,9.783934332E0
2.773476442E1,-5.271437988E0,3.582949219E0,7.605384521E0,9.923077007E0
2.774479042E1,-5.293442230E0,3.610192566E0,7.635921021E0,9.968014388E0
2.775481542E1,-5.265749817E0,3.593427429E0,7.595505066E0,9.916276470E0
2.776484142E1,-5.263055420E0,3.586990814E0,7.583979034E0,9.903685852E0
2.777486742E1,-5.280419312E0,3.614832916E0,7.616461487E0,9.947880714E0
2.778489242E1,-5.295238495E0,3.635040894E0,7.651788025E0,9.990141790E0
2.779491842E1,-5.314398651E0,3.659290466E0,7.684120789E0,1.003389017E1
2.780494442E1,-5.314398651E0,3.667523346E0,7.695048065E0,1.004526382E1
2.781497042E1,-5.305267639E0,3.676953735E0,7.675738220E0,1.002909820E1
2.782499542E1,-5.345683594E0,3.712130585E0,7.709418182E0,1.008917119E1
2.783502142E1,-5.387596436E0,3.752845917E0,7.785160675E0,1.018424148E1
2.784504742E1,-5.377866669E0,3.768263855E0,7.782316589E0,1.018261822E1
2.785507242E1,-5.368286591E0,3.775448914E0,7.777227173E0,1.017633421E1
2.786509842E1,-5.356311493E0,3.786076813E0,7.767796783E0,1.016676533E1
2.787512442E1,-5.353766785E0,3.794758759E0,7.755372620E0,1.015917405E1
2.788515358E1,-5.350323944E0,3.806284790E0,7.739355927E0,1.014945321E1
2.789517858E1,-5.327421570E0,3.801195374E0,7.705077209E0,1.010933834E1
2.790520458E1,-5.295837250E0,3.794609070E0,7.652087402E0,1.004984536E1
2.791523058E1,-5.272036743E0,3.803740082E0,7.638465729E0,1.003040222E1
2.792525558E1,-5.257217560E0,3.794459381E0,7.630532227E0,1.001305550E1
2.793528158E1,-5.239554291E0,3.783831482E0,7.593559113E0,9.971582113E0
2.794530758E1,-5.190606079E0,3.760180664E0,7.521708527E0,9.882178366E0
2.795533358E1,-5.092709656E0,3.699107666E0,7.375462646E0,9.696212581E0
2.796535858E1,-5.035079498E0,3.652404785E0,7.282505951E0,9.577420279E0
2.797538458E1,-5.130431213E0,3.735332336E0,7.417525177E0,9.761849817E0
2.798541058E1,-5.237009583E0,3.817062378E0,7.590565338E0,9.980627070E0
2.799543558E1,-5.268593903E0,3.829935608E0,7.619455261E0,1.002410031E1
2.800546158E1,-5.222040710E0,3.798201599E0,7.564669189E0,9.945866705E0
2.801548758E1,-5.196144562E0,3.772904205E0,7.523205414E0,9.891073963E0
2.802551358E1,-5.189109192E0,3.768263855E0,7.515870667E0,9.880029279E0
2.803553858E1,-5.200784912E0,3.779041443E0,7.528444519E0,9.899838120E0
2.804556458E1,-5.193300476E0,3.765419769E0,7.528444519E0,9.890714471E0
2.805559058E1,-5.186863861E0,3.753294983E0,7.505093079E0,9.864948153E0
2.806561558E1,-5.145699463E0,3.728296967E0,7.454498291E0,9.795303262E0
2.807564158E1,-5.102888489E0,3.685635681E0,7.390132141E0,9.707596735E0
2.808566758E1,-5.129982147E0,3.705394592E0,7.418423309E0,9.750880489E0
2.809569358E1,-5.151537323E0,3.711980896E0,7.452402649E0,9.790579360E0
2.810571858E1,-5.132975922E0,3.692820740E0,7.435936890E0,9.761020656E0
2.811574458E1,-5.098996582E0,3.661835175E0,7.377857666E0,9.687186729E0
2.812577058E1,-5.047653351E0,3.619323578E0,7.297175446E0,9.582644572E0
2.813579558E1,-5.023104401E0,3.595373383E0,7.252119141E0,9.526359200E0
2.814582158E1,-5.037624207E0,3.615431671E0,7.294930115E0,9.574184518E0
2.815584758E1,-5.052144012E0,3.620670776E0,7.319928131E0,9.602851860E0
2.816587258E1,-5.045258331E0,3.605851593E0,7.293882294E0,9.573793201E0
2.817589858E1,-5.018464050E0,3.591631165E0,7.258406067E0,9.527289986E0
2.818592458E1,-5.040767670E0,3.616629181E0,7.291187897E0,9.573440671E0
2.819595058E1,-5.085823975E0,3.646866302E0,7.360044708E0,9.661029833E0
2.820597558E1,-5.100792847E0,3.652404785E0,7.383096771E0,9.688563687E0
2.821600158E1,-5.076243896E0,3.649261322E0,7.364385681E0,9.660203764E0
2.822602758E1,-5.091063080E0,3.667373657E0,7.359445953E0,9.671090816E0
2.823605258E1,-5.115162964E0,3.689826965E0,7.391030273E0,9.716328714E0
2.824607858E1,-5.118905182E0,3.716920624E0,7.427554321E0,9.756395460E0
2.825610458E1,-5.155578918E0,3.742966461E0,7.457641754E0,9.808476561E0
2.826613058E1,-5.163811798E0,3.759282532E0,7.464677124E0,9.824386088E0
2.827615558E1,-5.202880554E0,3.799099731E0,7.538323975E0,9.916120873E0
2.828618158E1,-5.247487793E0,3.849544830E0,7.619604950E0,1.002065383E1
2.829620758E1,-5.281317444E0,3.866010590E0,7.654482422E0,1.007121904E1
2.830623258E1,-5.316943359E0,3.903881836E0,7.696395264E0,1.013630505E1
2.831625858E1,-5.372477875E0,3.953728180E0,7.771089935E0,1.024135361E1
2.832628458E1,-5.390440521E0,3.983815613E0,7.807763672E0,1.029022883E1
2.833631058E1,-5.342240753E0,3.958218842E0,7.751331024E0,1.021225564E1
2.834633558E1,-5.283862152E0,3.924987946E0,7.650440826E0,1.009227301E1
2.835636158E1,-5.260959778E0,3.905977478E0,7.623047791E0,1.005212492E1
2.836638758E1,-5.295986938E0,3.924538879E0,7.658074951E0,1.010423649E1
2.837641258E1,-5.280868378E0,3.916605377E0,7.643854523E0,1.008245409E1
2.838643858E1,-5.228926392E0,3.891008606E0,7.570207672E0,9.989477633E0
2.839646458E1,-5.196743317E0,3.859573975E0,7.522756348E0,9.924430232E0
2.840649058E1,-5.186714172E0,3.852688293E0,7.504644012E0,9.902771973E0
2.841651558E1,-5.234165497E0,3.877835999E0,7.572602692E0,9.988914456E0
2.842654158E1,-5.245990906E0,3.878135376E0,7.581584015E0,1.000203833E1
2.843656758E1,-5.193450165E0,3.826492767E0,7.496261444E0,9.889788024E0
2.844659258E1,-5.107678528E0,3.761976929E0,7.378606110E0,9.730605247E0
2.845661858E1,-5.104235687E0,3.751498718E0,7.378755798E0,9.724865126E0
2.846664458E1,-5.178181915E0,3.798650665E0,7.484735413E0,9.862280620E0
2.847666958E1,-5.191504211E0,3.788471832E0,7.505242767E0,9.880936383E0
2.848669558E1,-5.131628723E0,3.726351013E0,7.404951324E0,9.749492774E0
2.849672158E1,-5.086273041E0,3.689677277E0,7.326664124E0,9.652144789E0
2.850674758E1,-5.088518372E0,3.675905914E0,7.339537354E0,9.657852353E0
2.851677258E1,-5.144651642E0,3.694167938E0,7.432943115E0,9.765396081E0
2.852679858E1,-5.228926392E0,3.740721130E0,7.543862457E0,9.911837698E0
2.853682458E1,-5.267546082E0,3.746259613E0,7.591313782E0,9.970433679E0
2.854684958E1,-5.246739349E0,3.728296967E0,7.561825104E0,9.930240227E0
2.855687558E1,-5.186414795E0,3.672163696E0,7.481292572E0,9.815977954E0
2.856690158E1,-5.178780670E0,3.652554474E0,7.471413116E0,9.797088209E0
2.857692758E1,-5.270539856E0,3.701352997E0,7.594756622E0,9.957857828E0
2.858695258E1,-5.352419586E0,3.737877045E0,7.718848572E0,1.010943834E1
2.859697858E1,-5.374573517E0,3.752546539E0,7.763605499E0,1.016076849E1
2.860700458E1,-5.347180481E0,3.720812531E0,7.719896393E0,1.010116752E1
2.861702958E1,-5.278323669E0,3.672313385E0,7.615413666E0,9.967001137E0
2.862705558E1,-5.261259155E0,3.642225952E0,7.573949890E0,9.915209263E0
2.863708158E1,-5.289250946E0,3.666176147E0,7.635621643E0,9.985977218E0
2.864710758E1,-5.331912231E0,3.687881012E0,7.698341217E0,1.006450257E1
2.865713258E1,-5.315895538E0,3.673959961E0,7.680079193E0,1.003694892E1
